유기번호,품종,나이,체중,색상,성별,중성화여부,상태,접수일,발견장소,특징,이미지,기준날짜
441406202201352,진도견,2022(60일미만)(년생),2.5(Kg),흰,F,N,보호중,20221109,파두시 와동동 368-14 컨테이너 아래 ,온순함 ,http://www.animal.go.kr/files/shelter/2022/11/202211091511365.jpg,20221110
441399202202704,믹스견,2022(60일미만)(년생),2.2(Kg),갈,F,N,보호중,20221109,금곡동,"어린 강아지 , 갈색 목줄 착용",http://www.animal.go.kr/files/shelter/2022/11/202211091611755.jpg,20221110
441399202202705,믹스견,2017(년생),14.5(Kg),갈,M,N,보호중,20221109,진접읍,초록색 목줄을 착용함.,http://www.animal.go.kr/files/shelter/2022/11/202211092011141.jpg,20221110
441399202202706,믹스견,2019(년생),9.5(Kg),흰,M,N,보호중,20221109,와부읍,목줄없고 온순함.,http://www.animal.go.kr/files/shelter/2022/11/202211092011307.jpg,20221110
441399202202707,믹스견,2019(년생),3.5(Kg),흰,F,U,보호중,20221109,수동면,발을 다？음.,http://www.animal.go.kr/files/shelter/2022/11/202211092011729.jpg,20221110
442422202200418,믹스견,2021(년생),3.00(Kg),흰,M,N,보호중,20221109,함태초등학교 부근,아이보리색,http://www.animal.go.kr/files/shelter/2022/11/202211091111115.jpg,20221110
426336202200611,믹스견,2020(년생),20(Kg),금,M,N,보호중,20221109,강서119,뾰족한 귀,http://www.animal.go.kr/files/shelter/2022/11/202211100811997.jpg,20221110
441553202203042,믹스견,2020(년생),15(Kg),흰,M,N,보호중,20221109,화성소방서남양,"소극적인 성격, 겁 많음,밝은색 코",http://www.animal.go.kr/files/shelter/2022/11/202211090911927.jpg,20221110
441553202203043,믹스견,2021(년생),13(Kg),흰갈,F,U,보호중,20221109,활초리,"갈색얼룩무늬, 순하고 소심한 성격",http://www.animal.go.kr/files/shelter/2022/11/202211090911645.jpg,20221110
441553202203044,믹스견,2021(년생),15(Kg),갈,M,U,보호중,20221109,송산면 고포리 800-1,"빨간색 목띠착용, 아주 밝고 활발한 성격, 웃는상, 가만히 보고있으면 기분이 좋아지는 친구",http://www.animal.go.kr/files/shelter/2022/11/202211090911414.jpg,20221110
441553202203045,믹스견,2022(60일미만)(년생),2(Kg),갈,M,N,보호중,20221109,동부출장소,"2개월추정, 축쳐진 귀, 똘망똘망한 눈빛 ",http://www.animal.go.kr/files/shelter/2022/11/202211090911836.jpg,20221110
441553202203046,말티즈,2019(년생),3(Kg),흰,M,U,보호중,20221109,봉담중심상가,"빨간색 목띠착용, 미용이 잘 되어있음, 칩없음",http://www.animal.go.kr/files/shelter/2022/11/20221109101147.jpg,20221110
441553202203047,믹스견,2022(60일미만)(년생),3(Kg),갈검,M,N,보호중,20221109,팔탄면 율암리 521-1번지,"2개월추정, 포동포동하고 다른친구보다 덩치가 좀 있음",http://www.animal.go.kr/files/shelter/2022/11/20221109101174.jpg,20221110
441553202203048,믹스견,2015(년생),17(Kg),갈,M,U,보호중,20221109,마도면 청원리 384번지,"숨쉬는게 많이 힘들어보임, 심장사상충 또는 기관지에 문제가 있어보임, 움직임 없음",http://www.animal.go.kr/files/shelter/2022/11/202211091011477.jpg,20221110
441553202203049,믹스견,2020(년생),19(Kg),흰갈,M,U,보호중,20221109,팔탄면 창곡리 614번지,"성격이 무척 좋음, 중대형견, 연한 밝은 갈색",http://www.animal.go.kr/files/shelter/2022/11/202211091011190.jpg,20221110
441553202203050,라브라도 리트리버,2020(년생),20(Kg),금,F,U,보호중,20221109, 송산동 송린저수지,"순하고 착함, 낯가림이 있어보이지만 금방 친해짐, 리트리버 믹스",http://www.animal.go.kr/files/shelter/2022/11/202211091011979.jpg,20221110
441553202203051,믹스견,2020(년생),15(Kg),흰,M,N,보호중,20221109,팔탄면,"겁이 많아 경계가 있음, 뾰족한 귀가 특징",http://www.animal.go.kr/files/shelter/2022/11/202211091011349.jpg,20221110
441553202203052,믹스견,2020(년생),16(Kg),흰검,M,U,보호중,20221109,화성시 태안119,"빨간색 목띠착용, 흰양말, 검정색바둑이, 잘생김",http://www.animal.go.kr/files/shelter/2022/11/202211091011116.jpg,20221110
441553202203053,시베리안 허스키,2019(년생),23(Kg),흰검,M,U,보호중,20221109,송산면 육일리 163번지,"파란색 눈, 검정색 목띠, 허락없이 만지는걸 싫어함, 입질주의",http://www.animal.go.kr/files/shelter/2022/11/202211091011593.jpg,20221110
441553202203054,믹스견,2020(년생),15(Kg),흰,M,U,보호중,20221109,매송파출소,"초록색 목띠착용, 다리가 짧음, 검정색 코, 성격이 아주아주 좋고 애교쟁이임,",http://www.animal.go.kr/files/shelter/2022/11/202211091011786.jpg,20221110
441553202203055,믹스견,2021(년생),10(Kg),갈,M,U,보호중,20221109,매송면 천천리 360번지,"짧은털, 겁이 많아 경계가 심함",http://www.animal.go.kr/files/shelter/2022/11/202211091011697.jpg,20221110
441553202203056,믹스견,2022(60일미만)(년생),2(Kg),흰갈,F,N,보호중,20221109,안녕동 동문아파트 뒤쪽,"2개월추정, 갈색바둑이, 발이 작은걸로 봐서 많이 크지 않을것 같다.",http://www.animal.go.kr/files/shelter/2022/11/202211091311668.jpg,20221110
429359202200395,믹스견,2022(년생),4(Kg),갈,F,N,보호중,20221109,동구 장동,22-1142 애정,http://www.animal.go.kr/files/shelter/2022/11/202211091311497.jpg,20221110
429360202200568,믹스견,2022(60일미만)(년생),2(Kg),흰,F,N,보호중,20221109,서구 벽진동,22-1143 유리,http://www.animal.go.kr/files/shelter/2022/11/202211091711237.jpg,20221110
429360202200569,믹스견,2022(60일미만)(년생),2(Kg),갈,F,N,보호중,20221109,서구 벽진동,22-1144 호박,http://www.animal.go.kr/files/shelter/2022/11/202211091711143.jpg,20221110
429360202200570,믹스견,2022(60일미만)(년생),2(Kg),갈,F,N,보호중,20221109,서구 벽진동,22-1145 마차,http://www.animal.go.kr/files/shelter/2022/11/202211091711852.jpg,20221110
411306202200735,말티즈,2014(년생),3.9(Kg),흰,M,N,보호중,20221109,봉우재로58길 39 혜원여자고등학교 인근,코팥죽색.눈곱.양눈약간혼탁.전신미용흔적/꼬리끝털더긺.얌전/사람잘따름.꼬리단미안됨.털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211101311268.jpg,20221110
411307202200481,믹스견,2022(년생),4.6(Kg),흰,F,U,보호중,20221109,보국문로 215 북한산국립공원 정릉분소 인근,귀접힘. 코검정. 진드기. 겁많음. 꼬리단미안됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/11/202211101311967.jpg,20221110
411312202200612,믹스견,2022(년생),1.9(Kg),갈검,M,N,보호중,20221109,북한산 자락길 인근,귀접힘. 코검정. 얌전. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211101311141.jpg,20221110
411312202200613,믹스견,2022(년생),2.1(Kg),흰갈,M,N,보호중,20221109,북한산 자락길 인근,귀접힘. 코검정. 겁약간/얌전. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211101311558[1].jpg,20221110
411312202200614,믹스견,2022(년생),2.3(Kg),갈검,M,N,보호중,20221109,북한산 자락길 인근,귀접힘. 코주변검정. 겁많음. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/20221110131105.jpg,20221110
411317202200473,믹스견,2021(년생),20(Kg),갈,F,U,보호중,20221109,시흥2동 234 호암사 일대,귀쫑긋. 코검정. 안충. 입질. 꼬리단미안됨. 털상태 양호.,http://www.animal.go.kr/files/shelter/2022/11/202211101311883.jpg,20221110
441382202200974,믹스견,2022(년생),2.5(Kg),갈검,M,N,보호중,20221109,녹양동 108-1 정화사 일대,남색+빨간시보리 옷. 귀반쯤 접힘. 코검정. 얌전/사람잘따름. 꼬리단미안됨/위로 말림. 털상태 양호.,http://www.animal.go.kr/files/shelter/2022/11/202211101311522.jpg,20221110
441398202200391,믹스견,2021(년생),18(Kg),흰,M,N,보호중,20221109,교문동 537 장자호수공원 일대,녹색바탕빨간줄무늬목걸이.귀쫑긋.활발/사람잘따름.꼬리단미안됨/위쪽으로 말림.털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211101311808.jpg,20221110
441409202201809,말티즈,2020(년생),1.7(Kg),흰,M,N,종료(반환),20221109,마산동 638-4 인근,코갈색. 온순. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211101211871.jpg,20221110
441409202201810,믹스견,2022(60일미만)(년생),0.7(Kg),갈회검,M,N,보호중,20221109,대곶면 대곶남로 16 인근,코검정. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211101211983.jpg,20221110
441409202201811,믹스견,2022(60일미만)(년생),0.7(Kg),흰,F,U,보호중,20221109,대곶면 대곶남로 16 인근,코검정. 꼬리단미안됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/11/20221110121156.jpg,20221110
441409202201812,믹스견,2022(60일미만)(년생),0.7(Kg),갈검,M,N,보호중,20221109,대곶면 대곶남로 16 인근,코검정. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211101211182.jpg,20221110
441409202201813,믹스견,2022(60일미만)(년생),0.8(Kg),흰,M,N,보호중,20221109,대곶면 대곶남로 16 인근,코검정. 꼬리단미안됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/11/20221110121196.jpg,20221110
441409202201814,믹스견,2022(60일미만)(년생),0.7(Kg),흰갈검,F,U,보호중,20221109,대곶면 대곶남로 16 인근,코검정. 꼬리단미안됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/11/202211101211898.jpg,20221110
441414202200957,믹스견,2021(년생),18(Kg),흰갈,F,U,보호중,20221109,전곡읍 전곡리 58-8 한탄강소나무캠핑장 일대,귀쫑긋. 코팥죽색. 경계/입질/겁있음. 꼬리단미안됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/11/202211101311251.jpg,20221110
441414202200958,믹스견,2021(년생),18(Kg),흰갈,M,N,보호중,20221109,전곡읍 전곡리 58-8 한탄강소나무캠핑장 일대,귀쫑긋. 코팥죽색. 꼬리단미안됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/11/202211101311674.jpg,20221110
441560202201352,믹스견,2022(년생),7.2(Kg),흰,M,N,보호중,20221109,일동면 사리재길 17-1 인근,코연갈+분홍.오른쪽귀끝털빠짐.양뒷발며느리발톱.얌전하나방어적입질.꼬리단미안됨.털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/20221110131137.jpg,20221110
441393202202130,스피츠,2020(년생),7(Kg),흰,M,N,보호중,20221109,고잔동817부근,"순함,눈물자국",http://www.animal.go.kr/files/shelter/2022/11/202211091011898.jpg,20221110
441393202202131,골든 리트리버,2021(년생),17(Kg),흰갈,M,N,보호중,20221109,해안로 865부근,"활발함,순함,사람좋아함",http://www.animal.go.kr/files/shelter/2022/11/20221109101113.jpg,20221110
441393202202133,포메라니안,2017(년생),4(Kg),흰,F,U,종료(반환),20221109,원곡동 846-3부근,"유선종양,눈물자국,피부병,순함",http://www.animal.go.kr/files/shelter/2022/11/202211091611188.jpg,20221110
441393202202134,스피츠,2019(년생),6.5(Kg),흰,F,U,보호중,20221109,화정동293-7부근,"오른쪽눈안구적출,미용한흔적,순함",http://www.animal.go.kr/files/shelter/2022/11/202211091711708.jpg,20221110
441393202202135,말티즈,2019(년생),3(Kg),흰,M,Y,보호중,20221109,화정동293-7부근,"순함,미용흔적있음",http://www.animal.go.kr/files/shelter/2022/11/202211091711861.jpg,20221110
441402202200584,믹스견,2022(년생),3.5(Kg),흰갈,M,N,보호중,20221109,군포시청에서 인수,"8개월추정,낯가림,마름",http://www.animal.go.kr/files/shelter/2022/11/202211091411225.jpg,20221110
441402202200585,믹스견,2022(년생),4(Kg),흰,M,N,종료(자연사),20221109,군포시청에서 인수,"8개월추정,순함,마름",http://www.animal.go.kr/files/shelter/2022/11/202211091411315[1].jpg,20221110
441403202200642,푸들,2021(년생),2.5(Kg),흰,M,N,보호중,20221109,의왕 도시농업과에서 인수,"얼굴미용,파란색옷,순함,눈물자국",http://www.animal.go.kr/files/shelter/2022/11/202211091611902.jpg,20221110
441404202201176,시베리안 허스키,2017(년생),30(Kg),흰검,F,N,종료(반환),20221109,조일로  278,순하고  사람 너무 좋아함,http://www.animal.go.kr/files/shelter/2022/11/20221109191195.jpg,20221110
428353202201225,믹스견,2021(년생),9(Kg),흰,F,U,보호중,20221109,남동구 인천대공원,겁많음. 경계성입질,http://www.animal.go.kr/files/shelter/2022/11/202211091311898.jpg,20221110
428351202201012,프렌치 불독,2022(년생),10(Kg),흰검,Q,U,종료(반환),20221109,미추홀구 미추홀대로 697번길22,주인반환,http://www.animal.go.kr/files/shelter/2022/11/202211091311936.jpg,20221110
442434202200383,믹스견,2019(년생),4(Kg),흰,F,U,보호중,20221109,강원도 고성군 거진읍 화포길 6-10,귀엽구 순함,http://www.animal.go.kr/files/shelter/2022/11/20221109171180.jpg,20221110
442426202200454,믹스견,2021(년생),5.5(Kg),갈,F,N,보호중,20221109,안흥면 안흥리 403,등록번호없음,http://www.animal.go.kr/files/shelter/2022/11/202211101311512.jpeg,20221110
427342202200651,믹스견,2021(년생),4(Kg),갈,F,N,보호중,20221109,금강동 금강 예배당 부근,미용,http://www.animal.go.kr/files/shelter/2022/11/202211091311934.jpg,20221110
427345202200792,진도견,2018(년생),21(Kg),흰,M,N,보호중,20221109,동천 119,"교통사고, 기력 없고 영양상태 불량",http://www.animal.go.kr/files/shelter/2022/11/202211100911402.jpg,20221110
441378202202372,푸들,2015(년생),6.4(Kg),갈,M,Y,종료(반환),20221109,성남여수초등학교,"귓병, 치석심함, 지방종",http://www.animal.go.kr/files/shelter/2022/11/20221109151135.jpeg,20221110
426340202200533,믹스견,2020(년생),10(Kg),흰,M,N,종료(반환),20221109,철마면 구칠길 43,"초록색 목줄 착용, 순함",http://www.animal.go.kr/files/shelter/2022/11/202211090811224.jpg,20221110
411302202200714,믹스견,2022(년생),2.5(Kg),흰,M,N,보호중,20221109,후암동 244-32 주변,"유기되어져 옴. 상태 양호함,",http://www.animal.go.kr/files/shelter/2022/11/202211091711847.jpg,20221110
431373202201518,믹스견,2018(년생),12.8(Kg),흰갈,M,N,보호중,20221109,삼남 강당1길47,경계심 심함,http://www.animal.go.kr/files/shelter/2022/11/202211091411387.jpg,20221110
441391202202953,믹스견,2019(년생),6(Kg),흰갈검,F,N,보호중,20221109,현덕면 : 권관리624 ,경계심이 조금 있음,http://www.animal.go.kr/files/shelter/2022/11/20221109161147.jpg,20221110
442433202200173,믹스견,2019(년생),5(Kg),흰검,M,U,보호중,20221109,인제군 남면,    ,http://www.animal.go.kr/files/shelter/2022/11/202211091711553.jpg,20221110
430365202200648,시츄,2019(년생),4.00(Kg),흰금,F,U,보호중,20221109,대전광역시 중구 산성로 31-23 번길 신원주택 ,.,http://www.animal.go.kr/files/shelter/2022/11/202211101311371.jpg,20221110
430365202200649,믹스견,2022(년생),2.00(Kg),금,F,U,보호중,20221109,대전광역시 중구 오류동 합동카인테리어 주변,.,http://www.animal.go.kr/files/shelter/2022/11/202211101311906.jpg,20221110
430366202200368,믹스견,2015(년생),4(Kg),흰,F,U,보호중,20221109,정림서로 168-18 부근,없음,http://www.animal.go.kr/files/shelter/2022/11/20221110091164.png,20221110
430366202200369,믹스견,2016(년생),5(Kg),흰갈검,M,U,종료(반환),20221109,내동32-23부근,없음,http://www.animal.go.kr/files/shelter/2022/11/202211100911696.png,20221110
441401202201647,믹스견,2019(년생),19(Kg),갈,F,U,보호중,20221109,장곡동 862,"겁이 많지만 사람에 대해 호의적인 편, 자견에 대한 관심도가 높음, 끈 형태의 목줄 착용",http://www.animal.go.kr/files/shelter/2022/11/202211091811659.jpg,20221110
441405202202971,믹스견,2022(60일미만)(년생),2.7(Kg),흰,F,N,보호중,20221109,기흥구 청담로 50,"2개월령 추정, 두마리 함께 입소, 귀여운 아이",http://www.animal.go.kr/files/shelter/2022/11/202211091111535.jpg,20221110
441405202202972,믹스견,2022(60일미만)(년생),2.5(Kg),흰,F,N,보호중,20221109,기흥구 청담로 50,"2개월령 추정, 두마리 함께 입소, 귀여운 아이",http://www.animal.go.kr/files/shelter/2022/11/202211091111115[1].jpg,20221110
442426202200454,믹스견,2021(년생),5.5(Kg),갈,F,N,보호중,20221109,안흥면 안흥리 403,등록번호없음,http://www.animal.go.kr/files/shelter/2022/11/202211101311512.jpeg,20221110
442420202200755,믹스견,2022(60일미만)(년생),0.8(Kg),흰,M,N,보호중,20221109,사천면 노동리 가정집 근처,"교통사고로 유기견인 모견 자연사, 생후 20일 추정, 젖먹이 새끼강아지 3마리",http://www.animal.go.kr/files/shelter/2022/11/202211092211383.jpg,20221110
442420202200756,믹스견,2022(60일미만)(년생),0.7(Kg),흰,F,N,보호중,20221109,사천면 노동리 가정집 근처,"교통사고로 유기견인 모견 자연사, 생후 20일 추정, 젖먹이 새끼강아지 3마리",http://www.animal.go.kr/files/shelter/2022/11/202211092211734.jpg,20221110
442420202200757,믹스견,2022(60일미만)(년생),0.7(Kg),갈검,F,N,보호중,20221109,사천면 노동리 가정집 근처,"교통사고로 유기견인 모견 자연사, 생후 20일 추정, 젖먹이 새끼강아지 3마리",http://www.animal.go.kr/files/shelter/2022/11/202211092211717.jpg,20221110
441394202202421,믹스견,2022(년생),1.8(Kg),흰금,F,N,보호중,20221109,원흥동471-10 부근,강아지,http://www.animal.go.kr/files/shelter/2022/11/202211091511217.jpg,20221110
441394202202422,믹스견,2022(년생),2.1(Kg),흰금,M,N,보호중,20221109,원흥동471-10 부근,강아지,http://www.animal.go.kr/files/shelter/2022/11/202211091511417.jpg,20221110
441394202202423,믹스견,2022(년생),1.7(Kg),금,M,N,보호중,20221109,원흥동471-10 부근,강아지,http://www.animal.go.kr/files/shelter/2022/11/202211091511278.jpg,20221110
441406202201353,믹스견,2022(년생),8.9(Kg),흰,F,N,보호중,20221109,사목로 113번길12 인근,순함,http://www.animal.go.kr/files/shelter/2022/11/202211091511878.jpg,20221110
441406202201354,믹스견,2022(년생),10.3(Kg),흰,M,N,보호중,20221109,사목로 113번길12 인근,순함,http://www.animal.go.kr/files/shelter/2022/11/202211091511579.jpg,20221110
442418202200966,그레이트 피레니즈,2020(년생),25(Kg),흰,F,U,보호중,20221109,당산 1길 97-39,"온순, 빨간색목줄",http://www.animal.go.kr/files/shelter/2022/11/202211091411940.jpg,20221110
442418202200967,말티즈,2015(년생),4(Kg),흰,M,U,보호중,20221109,근화동 573-1,온순,http://www.animal.go.kr/files/shelter/2022/11/202211091411525.jpg,20221110
442418202200968,믹스견,2022(60일미만)(년생),1(Kg),흰,F,U,보호중,20221109,율문리 443 부근,"온순, 나이어림",http://www.animal.go.kr/files/shelter/2022/11/202211091411750.jpg,20221110
442418202200969,믹스견,2022(60일미만)(년생),1(Kg),흰,F,U,보호중,20221109,율문리 443 부근,"온순, 나이어림",http://www.animal.go.kr/files/shelter/2022/11/202211091411580.jpg,20221110
442418202200970,믹스견,2022(60일미만)(년생),1(Kg),갈,F,U,보호중,20221109,율문리 443 부근,"온순, 나이어림",http://www.animal.go.kr/files/shelter/2022/11/202211091411211.jpg,20221110
442418202200971,믹스견,2022(60일미만)(년생),1(Kg),갈,M,U,보호중,20221109,율문리 443 부근,"온순, 나이어림",http://www.animal.go.kr/files/shelter/2022/11/202211091411509.jpg,20221110
441406202201356,믹스견,2022(년생),3.1(Kg),흰,M,N,보호중,20221109,서패동 369,3개월 추정,http://www.animal.go.kr/files/shelter/2022/11/202211091611178.jpg,20221110
441406202201357,믹스견,2022(년생),5.05(Kg),흰검,M,N,보호중,20221109,교하동 산 37,"4개월 추정, 허스키 믹스 추정",http://www.animal.go.kr/files/shelter/2022/11/202211091611384.jpg,20221110
441417202201258,푸들,2019(년생),5(Kg),흰,M,N,보호중,20221109,강상면 화양1리 선샤인모텔 앞,순한 성격,http://www.animal.go.kr/files/shelter/2022/11/202211101311187.jpeg,20221110
426336202200607,프렌치 불독,2021(년생),3(Kg),검,M,N,보호중,20221108,명지동 3239-7,큰 귀,http://www.animal.go.kr/files/shelter/2022/11/202211081611793.png,20221110
441554202201797,믹스견,2022(60일미만)(년생),1.80(Kg),흰,F,N,보호중,20221108,광주시 곤지암읍 광여로 일대,"11-27, 2개월령, 엄마 잃은 아가들, 따뜻한 가족이 필요해요",http://www.animal.go.kr/files/shelter/2022/11/202211081711835.jpg,20221110
441554202201798,믹스견,2022(60일미만)(년생),1.70(Kg),갈,M,N,보호중,20221108,광주시 곤지암읍 광여로 일대,"11-28, 2개월령, 엄마 잃은 아가들, 따뜻한 가족이 필요해요",http://www.animal.go.kr/files/shelter/2022/11/20221108181181[1].jpg,20221110
441554202201799,스피츠,2020(년생),10.00(Kg),흰,M,N,보호중,20221108,광주시 포은대로 일대,"11-29, 칩없음, 기저귀 착용, 미용되어있음, 차도에서 돌아다니다 구조됨",http://www.animal.go.kr/files/shelter/2022/11/20221108181168.jpg,20221110
429362202201066,스피츠,2019(년생),5.3(Kg),흰,F,U,보호중,20221108,북구 용봉동,22-1141 눈송,http://www.animal.go.kr/files/shelter/2022/11/202211081511932.jpg,20221110
411303202200663,믹스견,2019(년생),6.1(Kg),흰갈,M,N,보호중,20221108,성동구청인근,갈색리드줄착용. 코검정. 양귀쫑긋. 눈곱약간. 배꼽탈장. 겁약간. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411391.jpg,20221110
411304202200753,믹스견,2018(년생),16(Kg),흰,F,U,보호중,20221108,뚝섬로54길 74 자양5차현대 인근,초록바탕+노란줄목걸이/쇠리드줄착용.양눈/콧등피부질환및탈모.경계심있음.꼬리단미안됨.털때탐.,http://www.animal.go.kr/files/shelter/2022/11/202211091411270.jpg,20221110
411308202200648,말티즈,2012(년생),3.3(Kg),흰,M,N,보호중,20221108,도봉로98길 33 번동삼성아파트 앞,분홍+주황그라데이션/핑크방울목걸이착용.양눈혼탁.피부질환/탈모.노령.배꼽탈장.꼬리단미안됨.털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411800.jpg,20221110
411312202200608,믹스견,2022(년생),1(Kg),갈검,M,N,종료(반환),20221108,북한산 자락길,코검정. 얌전/겁있음. 꼬리단미안됨. 털상태양호,http://www.animal.go.kr/files/shelter/2022/11/202211081611349.jpg,20221110
411312202200609,믹스견,2022(60일미만)(년생),1(Kg),흰,M,N,종료(반환),20221108,북한산 자락길,코검정. 얌전/겁있음. 꼬리단미안됨. 털상태양호,http://www.animal.go.kr/files/shelter/2022/11/202211081711252.jpg,20221110
411312202200610,믹스견,2022(60일미만)(년생),1(Kg),갈검,M,N,종료(반환),20221108,북한산 자락길,코검정. 얌전/겁있음. 꼬리단미안됨. 털상태양호,http://www.animal.go.kr/files/shelter/2022/11/20221108171158.jpg,20221110
411322202200781,푸들,2014(년생),4.1(Kg),갈,M,Y,보호중,20221108,양재대로55길 10 수서1단지아파트 내 ,남색바탕+분홍목걸이착용. 양눈혼탁. 코갈색. 꼬리끝털더긺. 꼬리단미됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411245.jpg,20221110
441382202200973,치와와,2015(년생),3.7(Kg),흰검,F,U,보호중,20221108,평화로658번길28-15 인근,빨강+흰색스트라이프무늬옷착용. 양눈눈곱. 코검정. 부정교합. 사람따름. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411514.jpg,20221110
441392202200245,믹스견,2022(년생),3.2(Kg),흰검,F,U,보호중,20221108,지행동 406-45 영진아트빌 인근,양귀처짐. 눈곱약간. 코검정. 사람따름. 겁약간. 꼬리단미안됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/11/202211091411313.jpg,20221110
441392202200246,믹스견,2022(년생),4.3(Kg),갈검,F,U,보호중,20221108,지행동 406-45 영진아트빌 인근,양귀처짐. 코검정. 사람좋아함. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411901[1].jpg,20221110
441398202200387,믹스견,2022(60일미만)(년생),1.4(Kg),흰갈,M,N,보호중,20221108,딸기원로104번길 8 인근,양귀처짐. 코갈색. 사람좋아함. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411933.jpg,20221110
441409202201804,믹스견,2022(년생),5.6(Kg),갈,M,N,보호중,20221108,대곶면 율마로 151 인근,양귀처짐. 눈곱약간. 코검정. 경미한배꼽탈장. 사람좋아함. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411456.jpg,20221110
441409202201805,믹스견,2022(년생),4.8(Kg),갈,M,N,보호중,20221108,대곶면 율마로 151 인근,양귀처짐. 눈곱약간. 코검정. 겁약간/사람좋아함. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411763.jpg,20221110
441409202201806,믹스견,2022(년생),5.2(Kg),갈,F,U,보호중,20221108,대곶면 율마로 151 인근,양귀처짐. 눈곱약간. 코검정. 사람좋아함. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411528.jpg,20221110
441409202201807,믹스견,2022(년생),4.6(Kg),갈,F,U,보호중,20221108,대곶면 율마로 151 인근,양귀처짐. 눈곱약간. 코진갈. 겁약간있음. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411663.jpg,20221110
441409202201808,믹스견,2018(년생),11(Kg),흰갈,F,U,보호중,20221108,대곶면 율마로 151 인근,콧등탈모. 유선처짐. 양귀반처짐. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211091411549.jpg,20221110
441414202200951,믹스견,2019(년생),20(Kg),흰,F,U,보호중,20221108,백학면 전동리 344 인근야산,귀쫑긋. 코팥죽색. 임신추정. 꼬리단미안됨. 털상태불량.,http://www.animal.go.kr/files/shelter/2022/11/20221109141156.jpg,20221110
441560202201349,믹스견,2022(년생),2.7(Kg),갈검,F,U,보호중,20221108,소흘읍 송우로 172 인근,양귀처짐. 코검정. 꼬리위로말림/단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/20221109141167.jpg,20221110
411312202200611,포메라니안,2021(년생),2.2(Kg),갈검,M,N,종료(반환),20221108,북아현로 37 북아현119안전센터인근,양눈눈물자국. 코검정. 사람좋아함. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211100911117.jpg,20221110
426326202200656,포메라니안,2017(년생),3.5(Kg),흰,M,N,보호중,20221108,남부민동 화목빌라,"온순하고사람을잘따름,옷을입고있음,미용이되어있음",http://www.animal.go.kr/files/shelter/2022/11/202211091211441.jpeg,20221110
441402202200582,믹스견,2020(년생),4.5(Kg),흰검,F,U,보호중,20221108,대야미동229-1부근,"베이지색목줄,순함,활발함,발,꼬리 끝에 하얀털",http://www.animal.go.kr/files/shelter/2022/11/202211081411463.jpg,20221110
441383202200886,비숑 프리제,2019(년생),5(Kg),흰,M,N,보호중,20221108,안양3동 695-79부근,"초록색목줄,눈물자국,전체미용,소심함",http://www.animal.go.kr/files/shelter/2022/11/202211090911191.jpg,20221110
441383202200887,믹스견,2013(년생),3(Kg),흰,F,U,보호중,20221108,안양시청에서 인수,"순함,파란색하네스,칩있음",http://www.animal.go.kr/files/shelter/2022/11/202211090911974.jpg,20221110
441397202200445,믹스견,2020(년생),18(Kg),갈검,M,N,보호중,20221108,과천시청에서 인수,"순함,진드기,호기심많음",http://www.animal.go.kr/files/shelter/2022/11/202211090911664.jpg,20221110
