유기번호,품종,나이,체중,색상,성별,중성화여부,상태,접수일,발견장소,특징,이미지,기준날짜
411320202201077,푸들,2018(년생),2.1(Kg),흰,F,N,종료(반환),20221025,난곡로117새마을금고,치석약간있으며온순하고잘따르며미용되어있고귀여운강아지입니다,http://www.animal.go.kr/files/shelter/2022/10/202210251510392.jpg,20221110
411320202201076,믹스견,2022(60일미만)(년생),2.2(Kg),검,F,N,보호중,20221025,서울대학교내도로변,이갈이하지않은어린강아지로사고로인해응급치료중임,http://www.animal.go.kr/files/shelter/2022/10/202210251510481.jpg,20221110
442434202200346,믹스견,2017(년생),4(Kg),금,F,U,보호중,20221025,강원도 고성군 거진읍 거진소방서,순하고 귀여움,http://www.animal.go.kr/files/shelter/2022/10/202210251710691.jpg,20221110
442434202200345,믹스견,2022(년생),4(Kg),흰,M,N,보호중,20221025,홍천군 보래령터널,순하고 귀여움(홍천에서 발견됨),http://www.animal.go.kr/files/shelter/2022/10/202210251710328.jpg,20221110
441391202202632,믹스견,2022(60일미만)(년생),3.8(Kg),흰갈,M,N,보호중,20221025,비전1동 : 방아다리길 39 ,"60일 추정, 귀엽고 사랑스럽다, 신고장 입양예약",http://www.animal.go.kr/files/shelter/2022/10/202210251610475.jpg,20221110
441391202202628,믹스견,2022(60일미만)(년생),3.2(Kg),흰,F,N,보호중,20221025,고덕면 : 고덕국제 8로 91 ,"60일 추정, 귀엽고 사랑스럽다 ",http://www.animal.go.kr/files/shelter/2022/10/202210251110496.jpg,20221110
442428202200088,포메라니안,2021(년생),3(Kg),갈,F,N,종료(입양),20221025,강원도 평창군 대관령면 강원학생 선수촌 부근,특이사항 없음,http://www.animal.go.kr/files/shelter/2022/10/202210251010476[1].jpg,20221110
442428202200087,푸들,2020(년생),7(Kg),검,F,Y,종료(입양),20221025,강원도 평창군 대화면 텃밭이야기 부근,특이사항 없음,http://www.animal.go.kr/files/shelter/2022/10/20221025101063.jpg,20221110
442428202200086,믹스견,2022(년생),3(Kg),흰갈,M,N,종료(입양),20221025,강원도 평창군 봉평면 평촌2리 마을회관 부근,특이사항 없음,http://www.animal.go.kr/files/shelter/2022/10/202210251010807.jpg,20221110
442428202200085,말라뮤트,2022(년생),14(Kg),흰검,F,N,종료(입양),20221025,강원도 평창군 대관령면 유천리 높은다리 정류장 부근,특이사항 없음,http://www.animal.go.kr/files/shelter/2022/10/202210251010725.jpg,20221110
442428202200084,말라뮤트,2022(년생),15(Kg),흰검,M,N,종료(입양),20221025,강원도 평창군 대관령면 유천리 높은다리 정류장 부근,특이사항 없음,http://www.animal.go.kr/files/shelter/2022/10/20221025101005.jpg,20221110
427346202201159,믹스견,2022(년생),2.80(Kg),흰,F,N,보호중,20221025,불광사,흰색의애기이고찐갈색목줄,http://www.animal.go.kr/files/shelter/2022/10/202210251910918.jpg,20221110
427346202201158,믹스견,2019(년생),5.60(Kg),흰검,F,N,보호중,20221025,불광사,네눈박이가귀여우며까만목줄,http://www.animal.go.kr/files/shelter/2022/10/202210251910288.jpg,20221110
441417202201116,믹스견,2019(년생),10(Kg),금,M,N,보호중,20221025,서종면 수능리 23번지,경계 있음,http://www.animal.go.kr/files/shelter/2022/10/202210261610641.jpeg,20221110
429363202200707,코카 스파니엘,2016(년생),6.8(Kg),갈,F,N,보호중,20221025,광산구 산막동,22-1082 폴리,http://www.animal.go.kr/files/shelter/2022/10/202210251710313.jpg,20221110
429363202200706,믹스견,2022(년생),2.8(Kg),흰갈,F,N,보호중,20221025,광산구 월계동,22-1081 곰치,http://www.animal.go.kr/files/shelter/2022/10/202210251610573.jpg,20221110
429362202201018,믹스견,2015(년생),13(Kg),갈,F,N,보호중,20221025,북구 망월동,22-1079,http://www.animal.go.kr/files/shelter/2022/10/202210251710871[1].jpg,20221110
429362202201017,푸들,2015(년생),5(Kg),갈,F,N,종료(반환),20221025,북구 오치동,22-1080 태양,http://www.animal.go.kr/files/shelter/2022/10/202210251710195.jpg,20221110
426340202200521,믹스견,2018(년생),12(Kg),흰,M,N,보호중,20221025,철마 안평저수지 앞 주차장,순함,http://www.animal.go.kr/files/shelter/2022/10/202210250910373.jpg,20221110
411304202200723,푸들,2018(년생),4.5(Kg),검,F,U,보호중,20221025,아차산로 23길 5 인근,양귀 뒤로접힘. 코검정. 사람좋아함. 활발함. 낑낑댐. 꼬리단미됨. 털상태양호. 양슬개골. ,http://www.animal.go.kr/files/shelter/2022/10/202210251410709[1].jpg,20221110
441394202202261,믹스견,2019(년생),16(Kg),금검,M,N,보호중,20221025,장항동1798-1 부근,오른쪽는 부상,http://www.animal.go.kr/files/shelter/2022/10/202210251110960.jpg,20221110
441374202201229,말티즈,2017(년생),2.2(Kg),흰,F,U,종료(입양),20221025,팔달구 창룡문로 75-2,"미용됨, 사지 착색",http://www.animal.go.kr/files/shelter/2022/10/202210251410957.jpg,20221110
441374202201228,말티즈,2019(년생),3.6(Kg),흰,M,Y,종료(반환),20221025,팔달구 동말로37번길 44-10,"미용됨, 내장칩 있음",http://www.animal.go.kr/files/shelter/2022/10/202210251410222.jpg,20221110
441374202201227,시베리안 허스키,2022(년생),17(Kg),흰검,F,N,종료(반환),20221025,권선구 상탑로53번길 73,　,http://www.animal.go.kr/files/shelter/2022/10/202210251410770.jpg,20221110
441374202201226,시바,2021(년생),5.5(Kg),흰갈,M,N,종료(반환),20221025,권선구 덕영대로 1292,　,http://www.animal.go.kr/files/shelter/2022/10/202210251410393.jpg,20221110
441401202201551,믹스견,2020(년생),18(Kg),갈검,M,N,보호중,20221025,정왕동 2293-2,"순함, 겁이 많음",http://www.animal.go.kr/files/shelter/2022/10/202210251810644.jpg,20221110
441401202201550,믹스견,2020(년생),18(Kg),흰검,M,N,보호중,20221025,정왕동 2298-7,"흰색, 검은 점박이",http://www.animal.go.kr/files/shelter/2022/10/202210251710847.jpg,20221110
441401202201527,진도견,2019(년생),16(Kg),흰,M,N,종료(반환),20221025,시화벤처로 59,"노란색 목줄 착용, 겁이 많은 편",http://www.animal.go.kr/files/shelter/2022/10/20221025141052.jpg,20221110
427346202201155,보더 콜리,2020(년생),12(Kg),흰검,F,U,종료(반환),20221025,수성로14길51,-,http://www.animal.go.kr/files/shelter/2022/10/202210251410975.jpg,20221110
441554202201744,믹스견,2022(년생),5.00(Kg),갈,F,N,보호중,20221025,광주시 오포읍 마루들길 일대,"10-74, 칩없음, 빨간색 목줄 착용, 3개월령 강아지, 귀엽고 사랑스런 아가",http://www.animal.go.kr/files/shelter/2022/10/202210252010782.jpg,20221110
441554202201743,믹스견,2022(년생),6.70(Kg),갈검,M,N,보호중,20221025,광주시 오포읍 마루들길 일대,"10-73, 칩없음, 3개월령, 귀엽고 잘생긴 외모",http://www.animal.go.kr/files/shelter/2022/10/202210252010202.jpg,20221110
441554202201742,진도견,2020(년생),25.00(Kg),흰,M,N,종료(반환),20221025,광주시 초월읍 지월리 일대,"10-72, 핑크색 목줄과 진드기 방지 목줄등 목줄 3개 착용, 덩치가 크고 늠름한 아이",http://www.animal.go.kr/files/shelter/2022/10/202210252010449.jpg,20221110
441554202201741,믹스견,2020(년생),7.00(Kg),흰검,F,N,종료(자연사),20221025,광주시 곤지암읍 동원대학교 인근,"10-71, 칩없음, 매력적인 털을 가진 이쁜이, 착한 아이에요",http://www.animal.go.kr/files/shelter/2022/10/202210252010315.jpg,20221110
442430202200222,시베리안 허스키,2017(년생),20(Kg),회검,M,U,종료(반환),20221025,철원군 동송읍 오지리 122 주변,목줄이 끊어져있고  사람을 엄청좋아하고 순함,http://www.animal.go.kr/files/shelter/2022/10/202210251010899.jpg,20221110
442430202200221,믹스견,2017(년생),5(Kg),금,Q,N,종료(자연사),20221025,철원군 동송읍 양지리2126-1 주변,사람을 무서워하고 사나움,http://www.animal.go.kr/files/shelter/2022/10/202210251010265.jpg,20221110
442420202200701,믹스견,2022(년생),5.4(Kg),흰,F,N,종료(반환),20221025,주문진읍 연주로 349,"하늘색 목줄과 리드줄 착용, 어린 자견",http://www.animal.go.kr/files/shelter/2022/10/202210251810489.jpg,20221110
442420202200700,믹스견,2022(년생),3.85(Kg),갈,F,N,종료(반환),20221025,구정면 말미길 농막 근처,"노란색 목줄과 패딩옷 착용, 온순함",http://www.animal.go.kr/files/shelter/2022/10/202210251710858.jpg,20221110
442420202200699,믹스견,2021(년생),16.5(Kg),흰,M,N,보호중,20221025, 강릉초등학교,"빨간색 목줄착용, 사람좋아함",http://www.animal.go.kr/files/shelter/2022/10/202210251410287[1].jpg,20221110
442420202200698,믹스견,2020(년생),7.05(Kg),흰,F,N,보호중,20221025,옥계한라시멘트 앞,"목줄없이 발견, 온순함, 심장사상충 감염",http://www.animal.go.kr/files/shelter/2022/10/202210251410574.jpg,20221110
442421202200255,믹스견,2022(년생),1.5(Kg),흰,F,N,보호중,20221025,동해시 천곡동 한섬 천곡항 근처,상태양호,http://www.animal.go.kr/files/shelter/2022/10/20221025171056.jpg,20221110
427346202201157,믹스견,2022(년생),3.2(Kg),흰,F,N,종료(입양),20221025,상동 수성로 12길 70,3개월 추정 귀여움 ,http://www.animal.go.kr/files/shelter/2022/10/202210251710646.jpg,20221110
427346202201156,말티즈,2017(년생),3.2(Kg),흰,F,U,종료(반환),20221025,충의로 30 ,하네스 착용 순함 마름 ,http://www.animal.go.kr/files/shelter/2022/10/202210251710690.jpg,20221110
441400202200586,믹스견,2018(년생),4(Kg),갈,F,N,보호중,20221025,성호대로141,"피부병 증상,식욕부진",http://www.animal.go.kr/files/shelter/2022/10/202210251610506.jpg,20221110
441400202200585,믹스견,2014(년생),6(Kg),갈,M,N,보호중,20221025,성호대로141,"피부병 증상,식욕부진",http://www.animal.go.kr/files/shelter/2022/10/202210251610135[1].jpg,20221110
441400202200584,믹스견,2013(년생),4.5(Kg),갈,F,U,보호중,20221025,성호대로141,"피부병 증상,식욕부진",http://www.animal.go.kr/files/shelter/2022/10/202210251610870.jpg,20221110
441400202200583,푸들,2015(년생),5(Kg),기타,F,U,보호중,20221025,성호대로141,"피부병 증상,식욕부진",http://www.animal.go.kr/files/shelter/2022/10/202210251610524.jpg,20221110
441404202201123,믹스견,2022(60일미만)(년생),2(Kg),금,M,N,종료(입양),20221025,샘재로," 매우 순하고, 사람을 좋아함",http://www.animal.go.kr/files/shelter/2022/10/202210251810800.jpg,20221110
441404202201122,믹스견,2022(60일미만)(년생),2(Kg),금,M,N,종료(자연사),20221025,샘재로," 매우 순하고, 사람을 좋아함",http://www.animal.go.kr/files/shelter/2022/10/202210251810151.jpg,20221110
441404202201121,믹스견,2022(60일미만)(년생),2(Kg),금,M,N,보호중,20221025,샘재로,순하고사람좋아함,http://www.animal.go.kr/files/shelter/2022/10/202210251810115.jpg,20221110
441404202201120,믹스견,2022(60일미만)(년생),2(Kg),금,F,N,보호중,20221025,샘재로,순하고   귀여움,http://www.animal.go.kr/files/shelter/2022/10/202210251810443.jpg,20221110
441404202201119,믹스견,2022(60일미만)(년생),3(Kg),금,F,N,보호중,20221025,춘궁동향교주변,순하고   귀여움,http://www.animal.go.kr/files/shelter/2022/10/202210251810670[1].jpg,20221110
441404202201118,믹스견,2022(60일미만)(년생),3(Kg),금,F,N,보호중,20221025,춘궁동향교주변,순하고사람좋아함,http://www.animal.go.kr/files/shelter/2022/10/202210251810150.jpg,20221110
441553202202934,믹스견,2022(년생),3(Kg),갈검,M,N,보호중,20221025,서신면 바다뜰길 42-10 컨테이너밑,"2~3개월추정, 어미가 찾아오지않음, 컨테이너 밑에서 발견됨",http://www.animal.go.kr/files/shelter/2022/10/202210251110274.jpg,20221110
441553202202933,믹스견,2022(년생),3(Kg),갈검,F,N,보호중,20221025,서신면 바다뜰길 42-10 컨테이너밑,"2~3개월추정, 어미가 찾아오지않음, 컨테이너 밑에서 발견됨",http://www.animal.go.kr/files/shelter/2022/10/202210251110244.jpg,20221110
441553202202932,믹스견,2022(년생),3(Kg),흰,F,N,보호중,20221025,서신면 바다뜰길 42-10 컨테이너밑,"2~3개월추정, 어미가 찾아오지않음, 컨테이너 밑에서 발견됨",http://www.animal.go.kr/files/shelter/2022/10/202210251110156.jpg,20221110
441553202202931,믹스견,2022(년생),3(Kg),갈검,F,N,보호중,20221025,서신면 바다뜰길 42-10 컨테이너밑,"2~3개월추정, 어미가 찾아오지않음, 컨테이너 밑에서 발견됨",http://www.animal.go.kr/files/shelter/2022/10/202210251110128[1].jpg,20221110
441553202202930,믹스견,2022(년생),3(Kg),흰,M,N,보호중,20221025,서신면 바다뜰길 42-10 컨테이너밑,"2~3개월추정, 어미가 찾아오지않음, 컨테이너 밑에서 발견됨",http://www.animal.go.kr/files/shelter/2022/10/202210251110945.jpg,20221110
441553202202929,믹스견,2022(년생),3(Kg),흰,M,N,종료(반환),20221025,동화리 오피스텔 주차장,"엄청 착하고 순함, 4개월추정",http://www.animal.go.kr/files/shelter/2022/10/202210251010936.jpg,20221110
441553202202928,믹스견,2022(년생),3(Kg),갈,M,N,종료(반환),20221025,동화리 오피스텔 주차장,"엄청 착하고 순함, 왼쪽 뒷다리를 다쳐서 치료중",http://www.animal.go.kr/files/shelter/2022/10/202210251010947.jpg,20221110
441553202202927,믹스견,2022(년생),3(Kg),갈,F,N,보호중,20221025,양감면 송산리 4-2,"3개월추정, 겁이 많음, 와이드헤어",http://www.animal.go.kr/files/shelter/2022/10/202210250910652.jpg,20221110
441553202202926,믹스견,2019(년생),15(Kg),갈,M,U,보호중,20221025,송산면 고포리 615,온몸에 상처있고 특히 왼쪽 앞발에 상처가 좀 커서 치료필요,http://www.animal.go.kr/files/shelter/2022/10/202210250910890.jpg,20221110
441393202202075,믹스견,2021(년생),18(Kg),흰갈,M,N,보호중,20221024,수암파출소에서 인수,"핑크코,순함,사람좋아함",http://www.animal.go.kr/files/shelter/2022/10/20221025091068.jpg,20221110
441383202200733,치와와,2017(년생),4(Kg),흰갈,M,N,보호중,20221024,석수동 417-1부근,"낡은 검은목줄, 발톱관리 안됨, 귀쪽 피부병",http://www.animal.go.kr/files/shelter/2022/10/202210250910134.jpg,20221110
442426202200421,믹스견,2019(년생),15(Kg),흰검,F,N,보호중,20221024,횡성읍 읍상리 195-41 선거관리위원회 앞 화단,목줄착용,http://www.animal.go.kr/files/shelter/2022/10/202210270910662.jpeg,20221110
442426202200421,믹스견,2019(년생),15(Kg),흰검,F,N,보호중,20221024,횡성읍 읍상리 195-41 선거관리위원회 앞 화단,목줄착용,http://www.animal.go.kr/files/shelter/2022/10/202210270910662.jpeg,20221110
442426202200420,믹스견,2018(년생),13(Kg),갈검,F,N,보호중,20221024,횡성읍 태기로 272 산수골식당 부근 논밭,교통사고,http://www.animal.go.kr/files/shelter/2022/10/202210271110751.jpeg,20221110
442426202200420,믹스견,2018(년생),13(Kg),갈검,F,N,보호중,20221024,횡성읍 태기로 272 산수골식당 부근 논밭,교통사고,http://www.animal.go.kr/files/shelter/2022/10/202210271110751.jpeg,20221110
442426202200419,푸들,2022(년생),2.4(Kg),검,M,N,보호중,20221024,횡성읍 앞들서3로 3 골프존 뒤쪽,6개월령 추정  매우순함,http://www.animal.go.kr/files/shelter/2022/10/202210270910154.jpeg,20221110
442426202200419,푸들,2022(년생),2.4(Kg),검,M,N,보호중,20221024,횡성읍 앞들서3로 3 골프존 뒤쪽,6개월령 추정  매우순함,http://www.animal.go.kr/files/shelter/2022/10/202210270910154.jpeg,20221110
442419202200935,시바,2019(년생),14(Kg),흰갈,M,N,보호중,20221024,광터사거리,가슴줄착용,http://www.animal.go.kr/files/shelter/2022/10/202210260810322.jpg,20221110
442419202200935,시바,2019(년생),14(Kg),흰갈,M,N,보호중,20221024,광터사거리,가슴줄착용,http://www.animal.go.kr/files/shelter/2022/10/202210260810322.jpg,20221110
430364202200292,믹스견,2022(60일미만)(년생),4(Kg),흰갈,F,U,보호중,20221024,가오동 천변 인근,목태 착용,http://www.animal.go.kr/files/shelter/2022/10/202210251810245.jpg,20221110
411324202200576,푸들,2014(년생),4.3(Kg),갈,F,N,보호중,20221024,천호역 지하보도,"연두색 옷 입고 있음, 등쪽 대칭성 탈모",http://www.animal.go.kr/files/shelter/2022/10/20221025101064.jpg,20221110
428356202201560,믹스견,2019(년생),11(Kg),흰,M,Y,보호중,20221024,정서진 구조대,사나움.많이 야위었음,http://www.animal.go.kr/files/shelter/2022/10/202210241410869.jpg,20221110
428356202201559,믹스견,2022(년생),3(Kg),흰,F,N,종료(입양),20221024,정서진 구조대,"목줄있음,온순함",http://www.animal.go.kr/files/shelter/2022/10/202210241410855.jpg,20221110
428356202201558,믹스견,2022(년생),3(Kg),흰,F,N,종료(입양),20221024,정서진 구조대,목줄.끈있음.온순함,http://www.animal.go.kr/files/shelter/2022/10/202210241410798.jpg,20221110
426336202200529,믹스견,2022(년생),7.5(Kg),기타,F,N,보호중,20221024,강동동21-10 주차장 부근,장기간 유기견,http://www.animal.go.kr/files/shelter/2022/10/202210261110440[1].jpg,20221110
426336202200528,믹스견,2022(년생),7.5(Kg),흰금,F,N,보호중,20221024,강동동21-10 주차장 부근,장기간 유기견,http://www.animal.go.kr/files/shelter/2022/10/20221026111071.jpg,20221110
426336202200527,믹스견,2022(년생),7(Kg),흰검,F,N,보호중,20221024,강동동21-10 주차장 부근,장기간 유기견,http://www.animal.go.kr/files/shelter/2022/10/202210261110670.jpg,20221110
426336202200526,믹스견,2022(년생),6(Kg),기타,F,N,보호중,20221024,강동동21-10 주차장 부근,장기간 유기견,http://www.animal.go.kr/files/shelter/2022/10/202210261110157.jpg,20221110
426336202200525,믹스견,2019(년생),15(Kg),갈검,F,N,보호중,20221024,강동동21-10 주차장 부근,장기간 유기견,http://www.animal.go.kr/files/shelter/2022/10/20221026101077.jpg,20221110
426334202200995,믹스견,2019(년생),25(Kg),흰,F,U,종료(반환),20221024,감천항로225 플러스 스포츠센터,진도 믹스견임,http://www.animal.go.kr/files/shelter/2022/10/202210251810731.jpg,20221110
428349202201025,푸들,2017(년생),6.64(Kg),갈,M,Y,종료(반환),20221024,구읍배터 매표소,옷을 입고 있고 사람 잘 따름. 왼쪽 뒷다리를 약간 절음,http://www.animal.go.kr/files/shelter/2022/10/202210252010144.jpg,20221110
411302202200638,진도견,2016(년생),18(Kg),흰,M,Y,종료(반환),20221024,남산 공원 부근,"온순하고 양호함, 털부분 관리 필요",http://www.animal.go.kr/files/shelter/2022/10/202210241710370.jpg,20221110
426331202200505,프렌치 불독,2019(년생),8.2(Kg),갈검,M,N,종료(입양),20221024,쌍둥이돼지국밥 2호점 뒤편 빌라촌부근,순함,http://www.animal.go.kr/files/shelter/2022/10/202210250910744.jpg,20221110
441559202201176,믹스견,2020(년생),19(Kg),흰,M,N,보호중,20221024,율정동 165-1 인근,귀끝갈색.코팥죽색.경계심강함/입질심함/칩유무확인불가/정확한나이추정어려움.몸에도깨비풀붙어있음.,http://www.animal.go.kr/files/shelter/2022/10/202210251410221.jpg,20221110
411306202200697,말티즈,2014(년생),5.14(Kg),흰,M,Y,종료(반환),20221024,상봉동 107-9 인근,눈곱약간. 코검정+갈색. 동공약간흐림. 미용흔적. 얌전/사람좋아함. 꼬리단미안됨. 털상태양호. 칩있음.,http://www.animal.go.kr/files/shelter/2022/10/202210251310586[1].jpg,20221110
441560202201296,믹스견,2020(년생),8(Kg),갈검,F,U,보호중,20221024,영북면 호국로 3550-5 인근,눈곱. 겁많음. 얌전함. 예민함. 꼬리단미안됨. 털상태양호. ,http://www.animal.go.kr/files/shelter/2022/10/202210251410101.jpg,20221110
441560202201295,믹스견,2021(년생),7(Kg),갈,F,U,보호중,20221024,영북면 호국로 3550-5 인근,눈곱. 코검정. 귀쫑긋. 겁많음. 덜덜떪. 예민함. 꼬리단미안됨. 털상태양호. ,http://www.animal.go.kr/files/shelter/2022/10/202210251410981.jpg,20221110
441409202201592,믹스견,2019(년생),6.2(Kg),갈,F,U,보호중,20221024,고촌읍 일대,코검정.눈곱약간.털곳곳오염/군대군대뭉침.사람잘따름.도깨비바늘오염.꼬리단미안됨.털때탐.피부질환.,http://www.animal.go.kr/files/shelter/2022/10/202210251310765.jpg,20221110
441398202200354,믹스견,2009(년생),19(Kg),흰,M,N,보호중,20221024,아천동 350-10 아치울마을 일대,귀쫑긋. 귀끝약간갈색. 코팥죽색. 주황목줄/쇠사슬착용. 사람잘따름. 꼬리단미안됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/10/202210251410852.jpg,20221110
441382202200951,믹스견,2021(년생),14(Kg),흰,F,U,보호중,20221024,민락동일대,귀쫑긋. 코팥죽색. 초록바탕+파란줄목줄착용/쇠사슬. 으르렁댐/경계심강함. 꼬리단미안됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/10/202210251410289.jpg,20221110
411300202200427,믹스견,2019(년생),8(Kg),갈,F,U,보호중,20221024,인왕산 공원 일대,초록바탕노란줄 목줄/흰색+베이지색줄무늬리드줄.귀쫑긋.오른눈눈곱.코검정.겁많음.,http://www.animal.go.kr/files/shelter/2022/10/202210251310816[1].jpg,20221110
427348202201068,믹스견,2022(년생),1.80(Kg),흰,F,N,종료(안락사),20221024,예현리 마을회관,피부병변,http://www.animal.go.kr/files/shelter/2022/10/202210241610135.jpg,20221110
427348202201067,믹스견,2022(년생),1.90(Kg),흰,F,N,종료(안락사),20221024,예현리 마을회관,피부병변,http://www.animal.go.kr/files/shelter/2022/10/202210241610671.jpg,20221110
427348202201066,믹스견,2022(년생),1.80(Kg),흰,F,N,종료(안락사),20221024,예현리 마을회관,피부병변,http://www.animal.go.kr/files/shelter/2022/10/202210241610353.jpg,20221110
427348202201065,믹스견,2022(년생),3.50(Kg),검,F,N,종료(안락사),20221024,예현리 마을회관,경계심이 강함,http://www.animal.go.kr/files/shelter/2022/10/202210241610205.jpg,20221110
442427202200263,말티즈,2017(년생),3(Kg),흰,F,N,종료(입양),20221024,북면 마차문학로 19,온순함,http://www.animal.go.kr/files/shelter/2022/10/202210251910889.png,20221110
442427202200262,말티즈,2017(년생),3(Kg),흰,F,N,종료(입양),20221024,북면 마차문학로 19,피부병,http://www.animal.go.kr/files/shelter/2022/10/202210251910453.png,20221110
426326202200650,믹스견,2020(년생),5(Kg),흰,M,U,보호중,20221024,구청당직실,"겁이많음,약간의경계심이있음,뾰족한귀가매력적",http://www.animal.go.kr/files/shelter/2022/11/202211031611400.jpeg,20221110
448535202201560,믹스견,2022(60일미만)(년생),16(Kg),흰,F,U,종료(반환),20221024,김해서부소방서,"1-862, 온순하고 사람을 잘 따름, 눈물자국이 심함, 털에 때가 탐",http://www.animal.go.kr/files/shelter/2022/10/202210251010958.jpeg,20221110
448535202201559,믹스견,2022(60일미만)(년생),0.35(Kg),흰,F,U,보호중,20221024,생림119,"1-861, 1개월추정, 젖먹이, 인공수유, 아직눈을 못뜸, 작고 귀여운 체구",http://www.animal.go.kr/files/shelter/2022/10/202210251010405.jpeg,20221110
426325202200412,믹스견,2018(년생),5.5(Kg),흰검,F,N,보호중,20221024,중구로75번길 25 인근,"부정교합,눈물자국,온순한성격,중구1-88호",http://www.animal.go.kr/files/shelter/2022/10/202210251310915.jpg,20221110
428355202200765,믹스견,2018(년생),12.0(Kg),흰,M,N,종료(반환),20221024,계산동 노틀담 복지관,"파란색 목끈착용,순함",http://www.animal.go.kr/files/shelter/2022/10/202210250010114.jpg,20221110
428356202201565,포메라니안,2021(년생),3(Kg),흰,F,U,종료(입양),20221024,서구청 경에과,순함. 착함. 미용됨. 귀여움.,http://www.animal.go.kr/files/shelter/2022/10/202210241510374[1].jpg,20221110
431372202200573,요크셔 테리어,2015(년생),3.1(Kg),갈회,F,N,보호중,20221024,북구 송정일대,털뭉침 심함,http://www.animal.go.kr/files/shelter/2022/10/202210261310557.jpg,20221110
431372202200572,말티즈,2009(년생),3.1(Kg),흰,M,N,종료(반환),20221024,북구 양정 힐스테이트 1차 방제실,옷착용/다리부분 갈색으로 변색됨/누런눈꼽심함,http://www.animal.go.kr/files/shelter/2022/10/202210261110149.jpg,20221110
431370202201056,시베리안 허스키,2020(년생),15.2(Kg),흰검,F,N,보호중,20221024,남구청 당직실,약간경계심,http://www.animal.go.kr/files/shelter/2022/10/20221025111088.jpg,20221110
426339202200573,푸들,2017(년생),5(Kg),회,M,U,보호중,20221024,주례2동 치안센터,"사상구-299 회색&목걸이 착용,미용됨,칩 없음",http://www.animal.go.kr/files/shelter/2022/10/202210311110155.jpg,20221110
426339202200573,푸들,2017(년생),5(Kg),회,M,U,보호중,20221024,주례2동 치안센터,"사상구-299 회색&목걸이 착용,미용됨,칩 없음",http://www.animal.go.kr/files/shelter/2022/10/202210311110155.jpg,20221110
411319202200567,말티즈,2012(년생),2.4(Kg),흰,F,U,보호중,20221024,사당5동 183-10,유선종양/ 가죽목걸이,http://www.animal.go.kr/files/shelter/2022/10/202210242310316.jpg,20221110
442423202200462,진도견,2019(년생),17(Kg),흰,M,N,종료(반환),20221024,한화콘도 쏘라노,검은색목줄착용,http://www.animal.go.kr/files/shelter/2022/10/20221024131062.jpg,20221110
427348202201063,말티즈,2019(년생),1.8(Kg),흰,M,Y,종료(반환),20221024,논공읍 비슬로 326길 22-3 인근,등록칩 없음. ,http://www.animal.go.kr/files/shelter/2022/10/202210240810588.jpg,20221110
441393202202067,웰시 코기 펨브로크,2018(년생),15(Kg),흰갈검,M,Y,보호중,20221024,단원구 경일2길 23-1부근,"치석,순함,비만",http://www.animal.go.kr/files/shelter/2022/10/202210241410952.jpg,20221110
442418202200852,믹스견,2022(년생),5(Kg),흰갈,F,U,보호중,20221024,춘천로 267,"온순, 팔골절 및 외상",http://www.animal.go.kr/files/shelter/2022/10/202210241310659.jpg,20221110
442418202200851,믹스견,2021(년생),4(Kg),흰갈,M,U,보호중,20221024,서면 신숭겸로272-101,"온순함, 치료요망",http://www.animal.go.kr/files/shelter/2022/10/202210241110391.jpg,20221110
442418202200850,믹스견,2022(년생),1(Kg),흰갈검,M,U,보호중,20221024,신동 5-11,온순함,http://www.animal.go.kr/files/shelter/2022/10/202210261610123.jpg,20221110
442418202200849,믹스견,2022(년생),1(Kg),흰갈검,F,U,종료(입양),20221024,신동 5-11,온순함,http://www.animal.go.kr/files/shelter/2022/10/202210241010907.jpg,20221110
442418202200848,믹스견,2022(년생),1(Kg),흰갈검,F,U,종료(입양),20221024,신동 5-11,온순함,http://www.animal.go.kr/files/shelter/2022/10/202210241010601.jpg,20221110
441399202202617,믹스견,2019(년생),6.5(Kg),흰,M,N,종료(반환),20221024,오남읍,검정색 목줄을 착용함.,http://www.animal.go.kr/files/shelter/2022/10/202210241810164.jpg,20221110
441378202202238,믹스견,2019(년생),9.6(Kg),흰금검,M,N,종료(반환),20221024,금광동 3464,중성화 안됨,http://www.animal.go.kr/files/shelter/2022/10/202210241110615.jpg,20221110
441406202201239,믹스견,2019(년생),20.4(Kg),흰,M,N,보호중,20221024,파평면 아포삼거리 ,녹색목줄 착용,http://www.animal.go.kr/files/shelter/2022/10/202210241710376.jpg,20221110
441406202201238,믹스견,2020(년생),21.1(Kg),갈,M,N,보호중,20221024,적성면 가월리 102-9 인근,소심함,http://www.animal.go.kr/files/shelter/2022/10/202210241710784.jpg,20221110
430367202200588,골든 리트리버,2019(년생),25.00(Kg),금,F,U,보호중,20221024,유성구 북유성대로 400-97번길 주변,붉은계통 목줄 착용,http://www.animal.go.kr/files/shelter/2022/10/202210241810469.jpg,20221110
430366202200351,믹스견,2021(년생),14(Kg),흰,M,U,보호중,20221024,도안동 234 트리플씨티 A부근,없음,http://www.animal.go.kr/files/shelter/2022/10/202210251710574.jpg,20221110
430365202200586,믹스견,2020(년생),3.00(Kg),흰검,M,U,보호중,20221024,선화동 207-16 번지 해모로더센트 아파트 주변 ,.,http://www.animal.go.kr/files/shelter/2022/10/202210241910514.png,20221110
