"RD_ID","유기번호","접수일","발견장소","품종","색상","나이","체중","상태","성별","중성화여부","특징","썸네일","이미지","공고시작일","공고마감일","기준일자","보호소코드"
2168,427345202200780,"20221105","칠곡 중앙대로 46길 39","믹스견","갈","2021","13","보호중","M","N","음식 거부중","http://www.animal.go.kr/files/shelter/2022/11/20221107091165_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107091165.jpg","20221107","20221117","20221108",27
2169,441374202201287,"20221105","장안구 서부로 2149 (성대역사)","푸들","갈","2013","7.3","보호중","M","Y","치석 심함, 털 관리 안됨","http://www.animal.go.kr/files/shelter/2022/11/202211071111200_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111200.jpg","20221107","20221117","20221108",39
2170,441374202201288,"20221105","장안구 연무로20번길 3","요크셔 테리어","갈회","2014","3.3","종료(반환)","M","N","후구보행 장애","http://www.animal.go.kr/files/shelter/2022/11/202211071111344_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111344.jpg","20221107","20221117","20221108",39
2171,441374202201289,"20221105","팔달구 창룡대로150번길 13","믹스견","흰갈","2016","5.4","보호중","F","U","겁이 많음","http://www.animal.go.kr/files/shelter/2022/11/202211071111920_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111920.jpg","20221107","20221117","20221108",39
2172,441378202202354,"20221105","수내동96-7","푸들","갈","2019","6.36","종료(반환)","F","U","칩있어 주인분과 통화됨.","http://www.animal.go.kr/files/shelter/2022/11/20221105151155_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221105151155.jpeg","20221105","20221115","20221108",45
2173,441378202202355,"20221105","상적동240-30","믹스견","갈","2022","11","보호중","M","N","주황색 목줄 착용, 온순함, 8개월 추정.","http://www.animal.go.kr/files/shelter/2022/11/20221105181160_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221105181160.jpeg","20221105","20221115","20221108",45
2174,426333202200889,"20221105","달맞이힐스테이트부근","믹스견","흰","2017","4","보호중","F","U","심한 털엉킴, 흰색","http://www.animal.go.kr/files/shelter/2022/11/202211071111340_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111340.jpg","20221107","20221117","20221108",90
2176,430365202200643,"20221105","대전광역시 중구부사동 151-9 번지 주변 ","포메라니안","금","2018","5.00","보호중","F","U","..","http://www.animal.go.kr/files/shelter/2022/11/202211071011287_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071011287.png","20221107","20221117","20221108",88
2177,430366202200364,"20221105","장안동 224 부근","웨스트 시베리언 라이카","흰갈검","2021","15","보호중","F","U","목테 있음","http://www.animal.go.kr/files/shelter/2022/11/202211070811199_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070811199.png","20221107","20221117","20221108",88
2178,430368202200584,"20221105","덕암동 40-24번지 캠퍼스빌라 주변","시츄","흰금","2018","7","보호중","M","U"," ","http://www.animal.go.kr/files/shelter/2022/11/202211070911923_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911923.jpg","20221107","20221117","20221108",88
2179,430368202200585,"20221105","송촌동 송촌도서관 주변","진도견","흰","2020","18","종료(반환)","F","U"," ","http://www.animal.go.kr/files/shelter/2022/11/202211070911901_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911901.jpg","20221107","20221117","20221108",88
2182,427341202200683,"20221105","동신교","믹스견","흰","2022","2.4","보호중","M","N","2개월 추정","http://www.animal.go.kr/files/shelter/2022/11/202211050911688_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211050911688.jpg","20221105","20221115","20221108",99
2185,441394202202376,"20221105","대자동 623  부근","믹스견","금","2019","16","보호중","F","U","파란색목줄착용","http://www.animal.go.kr/files/shelter/2022/11/202211051511112_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051511112.jpg","20221105","20221115","20221108",57
2186,441394202202377,"20221105","설문동 226-4 부근","말티즈","흰","2019","3.5","종료(반환)","M","Y","없음","http://www.animal.go.kr/files/shelter/2022/11/202211051511136_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051511136.jpg","20221105","20221115","20221108",57
2187,441408202200982,"20221105","양성 구장길12  요거프레소","믹스견","흰검","2021","14.2","보호중","F","N","겁이많음 / 675와 같이 구조","http://www.animal.go.kr/files/shelter/2022/11/202211051211301_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051211301.jpg","20221107","20221117","20221108",44
2188,441408202200983,"20221105","양성 구장길 12 요거프레소","믹스견","흰","2021","4.7","보호중","F","N","소심함/674와 같이 구조","http://www.animal.go.kr/files/shelter/2022/11/202211051211531_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051211531.jpg","20221107","20221117","20221108",44
2189,411320202201116,"20221105","신성초등학교후문근처","말티즈","흰","2017","4","보호중","M","N","미용되어있지않고겁이많고조용함","http://www.animal.go.kr/files/shelter/2022/11/202211071311933_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311933.jpg","20221107","20221117","20221108",32
2190,442425202200392,"20221104","내촌면 비선동길","믹스견","흰","2018","12.20","보호중","F","U","내촌면 비선동길에서 구조","http://www.animal.go.kr/files/shelter/2022/11/202211071311936_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311936.jpg","20221107","20221117","20221108",75
2191,426336202200545,"20221104","대저중앙로124","믹스견","흰","2022","6.2","보호중","F","N","귀가 쳐짐","http://www.animal.go.kr/files/shelter/2022/11/202211041711187_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041711187.jpg","20221104","20221114","20221108",17
2192,426336202200546,"20221104","대저중앙로124","믹스견","금","2022","5.7","보호중","F","N","안면 쪽 흰모","http://www.animal.go.kr/files/shelter/2022/11/202211041711427_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041711427.jpg","20221104","20221114","20221108",17
2193,426336202200547,"20221104","대저중앙로124","믹스견","금","2022","6.2","보호중","M","N","가슴쪽 흰모","http://www.animal.go.kr/files/shelter/2022/11/202211041711353_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041711353.jpg","20221104","20221114","20221108",17
2195,441554202201788,"20221104","광주시 경안근린공원","요크셔 테리어","갈","2019","4.90","종료(반환)","M","Y","11-18, 칩없음, 노란색 하네스 착용, 예쁘고 착한 아이","http://www.animal.go.kr/files/shelter/2022/11/202211041611178_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041611178.jpg","20221104","20221114","20221108",48
2196,441554202201789,"20221104","광주시 퇴촌면 관음리 일대","믹스견","검","2020","6.70","보호중","M","N","11-19, 칩없음, 이사를 가며 버려짐, 기존 입소견들 포함 5마리 함께 발견됨, 예쁘고 소중한 천사들이에요","http://www.animal.go.kr/files/shelter/2022/11/202211041911671_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041911671.jpg","20221104","20221114","20221108",48
2197,441554202201790,"20221104","광주시 퇴촌면 관음리 일대","믹스견","갈","2020","4.40","보호중","M","N","11-20, 칩없음, 이사를 가며 버려짐, 기존 입소견들 포함 5마리 함께 발견됨, 예쁘고 소중한 천사들이에요","http://www.animal.go.kr/files/shelter/2022/11/202211041911995_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041911995.jpg","20221104","20221114","20221108",48
2198,441554202201791,"20221104","광주시 퇴촌면 관음리 일대","믹스견","갈","2020","4.50","보호중","F","N","11-21, 칩없음, 이사를 가며 버려짐, 기존 입소견들 포함 5마리 함께 발견됨, 예쁘고 소중한 천사들이에요","http://www.animal.go.kr/files/shelter/2022/11/202211041911961_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041911961.jpg","20221104","20221114","20221108",48
2200,428356202201633,"20221104","서구청 경에과","진도견","갈검","2020","15","보호중","M","Y","순함. 착함. 활발함.","http://www.animal.go.kr/files/shelter/2022/11/202211041311828_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041311828.jpg","20221104","20221114","20221108",14
2201,428356202201634,"20221104","서부구조대 (심곡동 259-4)","믹스견","갈","2016","6.6","종료(반환)","F","Y","복부 내 큰 종양. 치석 심함. 순함. 착함. 얌전함.","http://www.animal.go.kr/files/shelter/2022/11/202211041311655_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041311655.jpg","20221104","20221114","20221108",14
2202,428356202201635,"20221104","서곶지구대 (검암동 660-3)","프렌치 불독","흰검","2016","5.9","종료(반환)","F","U","귀여움. 순함. 착함. ","http://www.animal.go.kr/files/shelter/2022/11/202211041411402_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041411402.jpg","20221104","20221114","20221108",14
2219,411317202200470,"20221104","탑골로10길 45 인근","믹스견","흰검","2022","4.9","보호중","M","N","귀접힘. 코검정. 가슴/발끝흰털. 겁많음. 꼬리단미안됨. 털？？탐.","http://www.animal.go.kr/files/shelter/2022/11/202211051311609_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051311609.jpg","20221105","20221115","20221108",9
2220,411317202200471,"20221104","탑골로10길 45 인근","믹스견","흰검","2022","4.3","보호중","F","U","귀접힘. 코검정. 가슴/발끝흰털. 겁많음/경계심강함. 꼬리단미안됨. 털때탐. 진드기오염.","http://www.animal.go.kr/files/shelter/2022/11/202211051311835_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051311835.jpg","20221105","20221115","20221108",9
2221,441382202200968,"20221104","의정부역 3번출구","믹스견","갈","2018","9","보호중","F","U","눈곱약간.경계심강함/으르렁댐. 파란은색스터드목줄+빨간바탕하트무늬목줄함께착용/쇠사슬.꼬리단미안됨.","http://www.animal.go.kr/files/shelter/2022/11/202211051311595_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051311595.jpg","20221105","20221115","20221108",9
2222,441382202200969,"20221104","가능동 13-50 인근","믹스견","갈검","2020","14","보호중","M","N","귀왼쪽만접힘. 코검정. 눈곱. 겁많음/경계심강함. 꼬리단미안됨. 털때탐. 피부질환. 왼눈충혈.","http://www.animal.go.kr/files/shelter/2022/11/202211051311715_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051311715.jpg","20221105","20221115","20221108",9
2380,411313202200841,"20221103","신촌숲아이파크@단지내","스피츠","흰","2021","7.5","종료(반환)","M","N","사람잘따름/보호자결번","http://www.animal.go.kr/files/shelter/2022/11/202211031311716_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031311716.jpg","20221103","20221114","20221108",34
2386,427346202201228,"20221103","이천내지 못둑","브리타니 스파니엘","흰갈","2019","15","보호중","F","U","-","http://www.animal.go.kr/files/shelter/2022/11/202211031811768_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031811768.jpg","20221103","20221114","20221108",5
2387,411314202200589,"20221103","목동중앙북로50주변","코카 스파니엘","갈","2014","8.2","종료(반환)","F","N","미용되어있고치석있으며빨강옷을입고있고겁이많고온순함","http://www.animal.go.kr/files/shelter/2022/11/20221103151182[2]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221103151182[2].jpg","20221103","20221114","20221108",32
2388,411314202200590,"20221103","양천중앙도서관","요크셔 테리어","갈검","2016","6.8","종료(반환)","F","N","미용되어있고치석있으며노란색곰돌이옷을입고있고차분하고온순함","http://www.animal.go.kr/files/shelter/2022/11/202211031511167_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031511167.jpg","20221103","20221114","20221108",32
2389,442422202200415,"20221102","솔안길 1-36 인근","믹스견","갈","2017","8.00","보호중","M","N","갈색","http://www.animal.go.kr/files/shelter/2022/11/202211021611211_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211021611211.jpg","20221102","20221114","20221108",1
2390,442422202200416,"20221102","산소드림도서관 인근","믹스견","금","2019","15.00","종료(반환)","M","N","베이지색","http://www.animal.go.kr/files/shelter/2022/11/20221102161193_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221102161193.jpg","20221102","20221114","20221108",1
2396,426336202200536,"20221102","대저1동 4247-10","믹스견","금","2021","7","보호중","M","N","목줄 있음","http://www.animal.go.kr/files/shelter/2022/11/202211021711651_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211021711651.png","20221102","20221114","20221108",17
2397,426336202200537,"20221102","호계로34","믹스견","흰","2022","3.5","보호중","F","N","귀여움","http://www.animal.go.kr/files/shelter/2022/11/202211021711454_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211021711454.jpg","20221102","20221114","20221108",17
2398,426334202201008,"20221102","장평로291 (신평1치안센터 인근)","믹스견","흰","2019","11","보호중","M","U","미용한지 오래 되었고 관리기간이 꽤 지나보임","http://www.animal.go.kr/files/shelter/2022/11/202211031511187_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031511187.jpg","20221103","20221114","20221108",17
2399,426334202201009,"20221102","사하구청","말티즈","흰","2018","3","보호중","F","U","옷착용","http://www.animal.go.kr/files/shelter/2022/11/20221103151100_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221103151100.jpg","20221103","20221114","20221108",17
2400,426334202201007,"20221102","다대119안전센터","믹스견","흰","2021","7","보호중","F","U","다대119구조대에서 구조하여 인계","http://www.animal.go.kr/files/shelter/2022/11/20221103151146_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221103151146.jpg","20221104","20221114","20221108",17
2407,441416202200643,"20221102","호명리 마을 배회","믹스견","흰","2018","5.0","보호중","M","N","호명리 마을 배회, 가죽목걸이(징박힘) 착용/ 목줄 X","http://www.animal.go.kr/files/shelter/2022/11/202211021711341_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211021711341.jpg","20221102","20221114","20221108",43
2410,428356202201619,"20221102","가좌동 173-572","보더 콜리","흰검","2021","15","보호중","M","N","사람 좋아함, 앉아, 손 함, 귀여움, 애교 매우 많음","http://www.animal.go.kr/files/shelter/2022/10/202211021111120_s.jpg","http://www.animal.go.kr/files/shelter/2022/10/202211021111120.jpg","20221103","20221114","20221108",14
2412,411300202200431,"20221102","혜화로78 원조왕돈까스 인근","믹스견","흰갈","2021","6.4","종료(반환)","F","U","녹색바탕에하트무늬목걸이.양귀갈색털섞임.코팥죽색.얌전함.꼬리단미안됨.털상태양호. ","http://www.animal.go.kr/files/shelter/2022/11/202211031211743_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211743.jpg","20221103","20221114","20221108",9
2413,411307202200381,"20221102","정릉동 559-191 지하","믹스견","갈검","2015","7.9","보호중","F","U","국방무늬하네스.귀쫑긋.콧등탈모.정수리흰털.오른윗송곳니없음.얌전함.꼬리단미안됨.","http://www.animal.go.kr/files/shelter/2022/11/202211031211173_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211173.jpg","20221103","20221114","20221108",9
2414,411311202200798,"20221102","구산동 산36 거북골근린공원 일대","믹스견","흰갈","2022","7.3","보호중","F","U","베이지색초록색스카프/금색방울달린목걸이.코진갈.겁많음.진드기오염.꼬리단미안됨.","http://www.animal.go.kr/files/shelter/2022/11/202211031211341_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211341.jpg","20221103","20221114","20221108",9
2415,441409202201797,"20221102","귀전리 40-10 도로가 ","믹스견","흰갈","2022","7.4","보호중","M","N","양귀처짐. 콧등피부질환/코검정. 우전지 요척부 피부/근육 손상 심함/뼈노출 피부일부 미이라화.","http://www.animal.go.kr/files/shelter/2022/11/202211031411950_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031411950.jpg","20221103","20221114","20221108",9
2416,441409202201798,"20221102","이화봉로 170-46 인근","믹스견","흰갈검","2021","7.4","보호중","F","U","귀쫑긋. 코검정. 양관자놀이 둥근 검정털. 경계/얌전함. 꼬리단미안됨. 털상태양호. 여윔.","http://www.animal.go.kr/files/shelter/2022/11/202211031411765_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031411765.jpg","20221103","20221114","20221108",9
2417,441414202200913,"20221102","미산면 우정리 청정로 1737번길 일원","믹스견","흰검","2020","13","보호중","M","Y","빨간 목줄/고리에 하얀색 전선줄 달려있음. 귀반접혀있음. 코검정.","http://www.animal.go.kr/files/shelter/2022/11/202211031111437[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031111437[1].jpg","20221103","20221114","20221108",9
2418,441414202200914,"20221102","미산면 우정리 청정로 1737번길 인근","믹스견","흰","2019","17","보호중","M","N","빨간목걸이. 코검정. 귀접힘. 얌전함. 꼬리단미안됨. 털상태양호. ","http://www.animal.go.kr/files/shelter/2022/11/202211031111866_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031111866.jpg","20221103","20221114","20221108",9
2419,441414202200915,"20221102","왕징면 무등리 왕산로 왕산초등학교 일원","믹스견","흰갈","2018","14","보호중","M","N","빨간 목걸이. 코검정. 귀접힘. 심하게 마름. 얌전함. 꼬리단미안됨. 털상태양호. ","http://www.animal.go.kr/files/shelter/2022/11/202211031111870_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031111870.jpg","20221103","20221114","20221108",9
2420,441414202200916,"20221102","왕징면 무등리 왕산로 왕산초등학교 일원","골든 리트리버","흰","2015","15","보호중","F","U","귀접힘.코팥죽색.눈곱약간.빨간목걸이.양옆구리/허벅지털뭉침.심하게마름.얌전함.꼬리단미안됨.털상태불량.","http://www.animal.go.kr/files/shelter/2022/11/202211031111237_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031111237.jpg","20221103","20221114","20221108",9
2421,441560202201335,"20221102","신북면 틀못이2길 53-30 인근","믹스견","흰갈","2018","6","보호중","F","U","귀쫑긋. 코검정. 경계심 강함/입질. 정확한 나이 및 칩유무 확인 어려움. 꼬리단미안됨. 털때탐. ","http://www.animal.go.kr/files/shelter/2022/11/20221103121150_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221103121150.jpg","20221103","20221114","20221108",9
2422,441560202201336,"20221102","소흘읍 직동리 108-18 인근","믹스견","흰갈","2017","17","종료(반환)","F","U","귀쫑긋.코검정.아랫턱부터배까지흰색.오른쪽눈밑탈모.코부분상처.파란바탕노란줄무늬목줄.","http://www.animal.go.kr/files/shelter/2022/11/202211031211348_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211348.jpg","20221103","20221114","20221108",9
2423,441560202201337,"20221102","가산면 가산리 374 인근","믹스견","갈","2020","15","종료(안락사)","M","N","귀쫑긋. 코검정. 콧물. 기력없음. 기립못함. 심하게여윔. 홍역:양성. 꼬리단미안됨. 털때탐. ","http://www.animal.go.kr/files/shelter/2022/11/202211031211362_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211362.jpg","20221103","20221114","20221108",9
2424,411306202200714,"20221102","상봉동 상봉파출소 인근","믹스견","흰","2020","6.5","종료(반환)","M","N","귀쫑긋. 눈곱조금. 코검정. 파란바탕+노란색 목줄. 꼬리단미안됨. 털상태양호. ","http://www.animal.go.kr/files/shelter/2022/11/202211031211530_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211530.jpg","20221104","20221124","20221108",9
2429,441397202200403,"20221102","과천시청에서 인수","믹스견","흰","2022","1","보호중","F","N","1개월추정,순함,점박이핑크코","http://www.animal.go.kr/files/shelter/2022/11/202211021511870_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211021511870.jpg","20221102","20221114","20221108",40
2430,441397202200404,"20221102","과천시청에서 인수","믹스견","흰","2022","1","보호중","F","N","1개월추정,순함,사람좋아함","http://www.animal.go.kr/files/shelter/2022/11/202211021511544_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211021511544.jpg","20221102","20221114","20221108",40
2431,441397202200405,"20221102","과천시청에서 인수","믹스견","흰","2022","1","보호중","M","N","1개월추정,순함,사람좋아함,기운없음","http://www.animal.go.kr/files/shelter/2022/11/202211021511305_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211021511305.jpg","20221102","20221114","20221108",40
2432,441397202200406,"20221102","과천시청에서 인수","믹스견","흰갈","2022","1","보호중","M","N","1개월추정,순함,한쪽눈장애있음,순함","http://www.animal.go.kr/files/shelter/2022/11/202211021511160_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211021511160.jpg","20221102","20221114","20221108",40
2433,441397202200407,"20221102","과천시청에서 인수","믹스견","갈검","2022","1","보호중","F","N","1개월추정,순함,사람좋아함,활발함","http://www.animal.go.kr/files/shelter/2022/11/20221102151187_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221102151187.jpg","20221102","20221114","20221108",40
2434,441397202200408,"20221102","과천시청에서 인수","믹스견","갈검","2022","1","보호중","M","N","1개월추정,순함,사람좋아함,활발함","http://www.animal.go.kr/files/shelter/2022/11/20221102151192_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221102151192.jpg","20221102","20221114","20221108",40
2435,441403202200587,"20221102","의왕 도시농업과에서 인수","진도견","흰","2020","25","보호중","M","N","빨간목줄, 순함","http://www.animal.go.kr/files/shelter/2022/11/20221102151149_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221102151149.jpg","20221102","20221114","20221108",40
2438,428353202201216,"20221102","남동구 구월지구대","믹스견","갈검","2022","6","보호중","M","N","4개월추정, 초록색목줄에 쇠리드줄","http://www.animal.go.kr/files/shelter/2022/11/202211031211323_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211323.jpg","20221103","20221114","20221108",12
2439,428351202201001,"20221102","미추홀구 용현동 454-481","보더 콜리","흰검","2020","10","보호중","M","N","베이지색바탕에 빨간색 목줄","http://www.animal.go.kr/files/shelter/2022/11/20221103121185_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221103121185.jpg","20221104","20221114","20221108",12
2440,428358202200195,"20221102","옹진군청 백령면","믹스견","흰갈","2022","0.8","보호중","F","N","자견 7마리","http://www.animal.go.kr/files/shelter/2022/11/202211031211811_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211811.jpg","20221104","20221118","20221108",12
2441,428358202200196,"20221102","옹진군청 백령면","믹스견","흰","2022","1.04","보호중","M","N","자견 7마리같이발견","http://www.animal.go.kr/files/shelter/2022/11/202211031311158_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031311158.jpg","20221104","20221118","20221108",12
2442,428358202200197,"20221102","옹진군청 백령면","믹스견","흰갈","2022","0.8","보호중","F","N","자견7마리같이발견","http://www.animal.go.kr/files/shelter/2022/11/202211031311118_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031311118.jpg","20221104","20221118","20221108",12
2443,428358202200198,"20221102","옹진군청 백령면","믹스견","흰갈","2022","0.96","보호중","F","N","자견7마리같이발견","http://www.animal.go.kr/files/shelter/2022/11/202211031311248_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031311248.jpg","20221104","20221118","20221108",12
2444,428358202200199,"20221102","옹진군청 백령면","믹스견","흰갈","2022","1","보호중","F","N","자견 7마리같이발견","http://www.animal.go.kr/files/shelter/2022/11/202211031311813_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031311813.jpg","20221104","20221118","20221108",12
2445,428358202200200,"20221102","옹진군청 백령면","믹스견","흰갈","2022","0.97","보호중","M","N","자견7마리같이발견","http://www.animal.go.kr/files/shelter/2022/11/202211031311620_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031311620.jpg","20221104","20221118","20221108",12
2446,428358202200201,"20221102","옹진군청 백령면","믹스견","흰갈","2022","1","보호중","M","N","자견7마리같이발견","http://www.animal.go.kr/files/shelter/2022/11/202211031311393_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031311393.jpg","20221104","20221118","20221108",12
2447,428358202200202,"20221102","옹진군청 백령면","믹스견","흰","2022","4.2","보호중","M","N","6개월추정","http://www.animal.go.kr/files/shelter/2022/11/202211031311223_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031311223.jpg","20221104","20221118","20221108",12
2325,428352202200560,"20221103","연수구 미추홀대로 304번길 10","코카 스파니엘","흰","2017","8","보호중","F","Y","2마리모녀로추정, 체리아이 있음, 임시보호중","http://www.animal.go.kr/files/shelter/2022/11/20221104131169_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221104131169.jpg","20221103","20221114","20221108",12
2327,428351202201003,"20221103","미추홀구 구청케이지","믹스견","갈","2016","15","보호중","M","U","진도믹스추정, 이마상처있음, 겁많음, 경계성 입질","http://www.animal.go.kr/files/shelter/2022/11/202211041111111_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041111111.jpg","20221104","20221114","20221108",12
2331,441406202201301,"20221103","파주 용미리 502-4","믹스견","갈","2022","7.00","보호중","M","N","파란목줄 착용. 교통사고 추정 옆구리 피부15cm 열상. 온순함","http://www.animal.go.kr/files/shelter/2022/11/20221103131101_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221103131101.jpg","20221103","20221114","20221108",54
2342,441378202202351,"20221103","태평동 7004","푸들","갈","2018","4","보호중","F","N","매우 마름, 털 엉킴 심함, 파란색 목줄 착용","http://www.animal.go.kr/files/shelter/2022/11/202211031711397_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031711397.jpg","20221103","20221114","20221108",45
2343,441378202202352,"20221103","태평동 7004","믹스견","검","2022","0.26","보호중","M","N","3일 추정","http://www.animal.go.kr/files/shelter/2022/11/202211031711994[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031711994[1].jpg","20221103","20221114","20221108",45
2346,428356202201624,"20221103","서구 불로동306-11","믹스견","갈","2020","7.5","보호중","F","N","들개","http://www.animal.go.kr/files/shelter/2022/11/202211031211982_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211982.jpg","20221103","20221114","20221108",65
2372,442420202200738,"20221103","강릉대로 가정집 앞","믹스견","흰","2019","5","보호중","F","N","파란색철물점 목줄 착용, 피부병","http://www.animal.go.kr/files/shelter/2022/11/202211031211884_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211884.png","20221103","20221114","20221108",83
2376,442423202200476,"20221103","금호동 설악애견 앞","믹스견","금","2020","6","보호중","M","N","초록색목줄착용,교통사고,다리복합골절","http://www.animal.go.kr/files/shelter/2022/11/202211031711589[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031711589[1].jpg","20221103","20221114","20221108",82
2378,441394202202370,"20221103","지축동 LH4단지 부근","믹스견","흰","2019","15","종료(반환)","M","Y","없음","http://www.animal.go.kr/files/shelter/2022/11/202211031311755_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031311755.jpg","20221103","20221114","20221108",57
2379,441394202202371,"20221103","행신동 1019부근","말티즈","흰","2017","3.5","종료(반환)","F","U","없음","http://www.animal.go.kr/files/shelter/2022/11/202211031511934_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031511934.jpg","20221103","20221114","20221108",57
2381,441408202200975,"20221103","배티로133","믹스견","흰","2021","4.2","보호중","F","N","사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/11/202211031211646_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211031211646.jpg","20221105","20221115","20221108",44
2382,441408202200976,"20221103","죽산소방서 인근","라브라도 리트리버","흰","2020","20.52","보호중","M","N","사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/11/202211041711347_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041711347.jpg","20221105","20221115","20221108",44
2383,441408202200977,"20221103","양성 덕봉사원로 357-46","말티즈","흰","2012","4.12","종료(자연사)","M","Y","온몸에 큰 상처와 염증있음","http://www.animal.go.kr/files/shelter/2022/11/202211041711105_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041711105.jpg","20221105","20221115","20221108",44
