"RD_ID","유기번호","접수일","발견장소","품종","색상","나이","체중","상태","성별","중성화여부","특징","썸네일","이미지","공고시작일","공고마감일","기준일자","보호소코드"
2046,441554202201795,"20221107","광주시 신현동 일대","닥스훈트","갈","2022","1.60","보호중","F","N","11-25, 2개월령 아가, 닥스훈트 믹스, 귀엽고 사랑스럽고 천사같은 자매","http://www.animal.go.kr/files/shelter/2022/11/202211071811631[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071811631[1].jpg","20221107","20221117","20221108",48
2047,441554202201796,"20221107","광주시 신현동 일대","닥스훈트","검","2022","2.00","보호중","F","N","11-26, 2개월령 아가, 닥스훈트 믹스, 귀엽고 사랑스럽고 천사같은 자매","http://www.animal.go.kr/files/shelter/2022/11/202211071911712_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071911712.jpg","20221107","20221117","20221108",48
2059,441383202200788,"20221107","안양박달119안전센터에서 인수","시츄","흰갈","2012","9.5","보호중","M","Y","안구돌출,비만,피부병,순함,충혈심함","http://www.animal.go.kr/files/shelter/2022/11/202211071511459_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071511459.jpg","20221107","20221117","20221108",40
2060,441383202200789,"20221107","안양시청에서 인수","믹스견","갈","2022","1.5","보호중","F","N","1개월추정,이빨나기시작함,순함,배쪽피부병","http://www.animal.go.kr/files/shelter/2022/11/202211071511834_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071511834.jpg","20221107","20221117","20221108",40
2061,441383202200790,"20221107","안양시청에서 인수","믹스견","갈","2022","2","보호중","F","N","1개월추정,순함,비교적몸집이큼,호기심이많음","http://www.animal.go.kr/files/shelter/2022/11/20221107151138_s[1].jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107151138.jpg","20221107","20221117","20221108",40
2062,441383202200791,"20221107","안양시청에서 인수","믹스견","갈","2022","2.3","보호중","M","N","1개월추정,순함,몸집이 제일 큼, 엄살있음","http://www.animal.go.kr/files/shelter/2022/11/202211071511358_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071511358.jpg","20221107","20221117","20221108",40
2063,441383202200792,"20221107","안양시청에서 인수","믹스견","갈","2022","2.2","보호중","F","N","1개월추정,순함,고집있음","http://www.animal.go.kr/files/shelter/2022/11/202211071511657_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071511657.jpg","20221107","20221117","20221108",40
2064,441403202200627,"20221107","초평동 왕송호수 부근","닥스훈트","갈검","2022","3","보호중","F","U","5개월추정,순함,낯가림","http://www.animal.go.kr/files/shelter/2022/11/202211071511924_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071511924.jpg","20221107","20221117","20221108",40
2065,441403202200628,"20221107","의왕 도시농업과에서 인수","믹스견","흰검","2020","6","보호중","F","U","오른쪽뒷다리찢어짐,순함","http://www.animal.go.kr/files/shelter/2022/11/202211071511797_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071511797.jpg","20221107","20221117","20221108",40
2066,441383202200844,"20221107","안양시청에서 인수","믹스견","흰","2022","2.3","보호중","F","N","1개월추정,순함,사람좋아함","http://www.animal.go.kr/files/shelter/2022/11/202211080811175_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211080811175.jpg","20221108","20221118","20221108",40
2067,441383202200845,"20221107","안양동1060부근","믹스견","흰갈검","2021","6.5","보호중","M","N","순함,활발함,호기심많음,사람좋아함","http://www.animal.go.kr/files/shelter/2022/11/202211080811414_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211080811414.jpg","20221108","20221118","20221108",40
2068,441404202201166,"20221107","상산곡동129","믹스견","회검","2017","20","보호중","F","N","배회견 엄마","http://www.animal.go.kr/files/shelter/2022/11/202211071611742_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611742.jpg","20221107","20221117","20221108",46
2069,441404202201167,"20221107","상산곡동129","믹스견","검","2022","0.3","보호중","F","N","젖먹이애기","http://www.animal.go.kr/files/shelter/2022/11/202211071611454_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611454.jpg","20221107","20221117","20221108",46
2070,441404202201168,"20221107","상산곡동129","믹스견","갈검","2022","0.2","보호중","F","N","젖먹이애기","http://www.animal.go.kr/files/shelter/2022/11/202211071611524_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611524.jpg","20221107","20221117","20221108",46
2071,441404202201169,"20221107","상산곡동129","믹스견","갈검","2022","0.2","보호중","M","N","젖먹이애기","http://www.animal.go.kr/files/shelter/2022/11/202211071611799_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611799.jpg","20221107","20221117","20221108",46
2072,441404202201170,"20221107","상산곡동129","믹스견","회검","2022","0.2","보호중","M","N","젖먹이애기","http://www.animal.go.kr/files/shelter/2022/11/202211071611134_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611134.jpg","20221107","20221117","20221108",46
2073,441404202201171,"20221107","상산곡동129","믹스견","검","2022","0.2","보호중","M","N","젖먹이애기","http://www.animal.go.kr/files/shelter/2022/11/20221107161144_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107161144.jpg","20221107","20221117","20221108",46
2074,441404202201172,"20221107","상산곡동129","믹스견","회검","2022","0.2","보호중","M","N","젖먹이애기","http://www.animal.go.kr/files/shelter/2022/11/202211071611174[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611174[1].jpg","20221107","20221117","20221108",46
2075,441404202201173,"20221107","상산곡동129","믹스견","회검","2022","0.2","보호중","M","N","젖먹이애기","http://www.animal.go.kr/files/shelter/2022/11/202211071611262_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611262.jpg","20221107","20221117","20221108",46
2076,441404202201174,"20221107","상산곡동129","믹스견","갈검","2022","0.2","보호중","M","N","젖먹이애기","http://www.animal.go.kr/files/shelter/2022/11/202211071611890_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611890.jpg","20221107","20221117","20221108",46
2077,442430202200228,"20221107","철원군 와수로 110번길 39-1","믹스견","갈검","2022","1","보호중","F","N","겁이많고 사람을 무서워함(사나움)","http://www.animal.go.kr/files/shelter/2022/11/202211071111520_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111520.jpg","20221107","20221117","20221108",77
2078,442430202200229,"20221107","철원군 와수로 110번길 39-1","믹스견","갈검","2022","1","보호중","F","N","겁이많고 사람을 무서워함(사나움)","http://www.animal.go.kr/files/shelter/2022/11/202211071111317[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111317[1].jpg","20221107","20221117","20221108",77
2079,428354202202036,"20221107","부평2동 760-324 301호","푸들","갈","2020","4.4","보호중","F","Y","순하고 예쁨,부착물없음","http://www.animal.go.kr/files/shelter/2022/11/202211071511587_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071511587.png","20221108","20221118","20221108",13
2080,427342202200650,"20221107","율하 휴먼시아 5단지 부근","말티즈","흰","2016","3.5","보호중","M","N","피부염, 입질 있음","http://www.animal.go.kr/files/shelter/2022/11/202211071611179_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611179.jpg","20221107","20221117","20221108",27
2081,441374202201292,"20221107","팔달구 인계로 154","푸들","갈","2014","4.4","종료(자연사)","F","N","내장칩 있음, 교통사고 추정, 개인 구조(사망 상태로 인계)","http://www.animal.go.kr/files/shelter/2022/11/202211071111788_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111788.jpg","20221107","20221117","20221108",39
2082,441374202201293,"20221107","권선구 세류로 60","시바","흰갈","2018","5.4","보호중","M","Y","　","http://www.animal.go.kr/files/shelter/2022/11/202211071611287_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611287.jpg","20221107","20221117","20221108",39
2084,441378202202357,"20221107","희망대공원","믹스견","흰갈","2020","8","보호중","F","U","분홍색 목줄 착용, 약간 예민","http://www.animal.go.kr/files/shelter/2022/11/202211071811471_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071811471.jpg","20221107","20221117","20221108",45
2085,442433202200170,"20221107","인제읍 내린천로6762","믹스견","기타","2020","6","보호중","F","N","순함","http://www.animal.go.kr/files/shelter/2022/11/202211071311427_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311427.jpeg","20221107","20221117","20221108",78
2090,442433202200171,"20221107","인제읍 덕산리","믹스견","흰","2020","10","보호중","M","N","사람 잘 따름","http://www.animal.go.kr/files/shelter/2022/11/202211071311861_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311861.jpeg","20221107","20221117","20221108",78
2091,441401202201628,"20221107","목감파출소 부근","말티즈","흰","2017","3.7","보호중","F","U","최근 미용 흔적 있음, 사람 좋아하는 순둥이","http://www.animal.go.kr/files/shelter/2022/11/202211071611859[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611859[1].jpg","20221107","20221117","20221108",41
2096,441401202201629,"20221107","대야동 36-12 부근","보더 콜리","흰검","2020","30","보호중","M","N","오묘한 갈색 눈빛, 사람 좋아하는 멋쟁이","http://www.animal.go.kr/files/shelter/2022/11/202211071611943_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611943.jpg","20221107","20221117","20221108",41
2097,441401202201631,"20221107","정왕대로 117번길 9","잭 러셀 테리어","흰갈","2021","8","보호중","M","N","겁이 많고 예민함, 시간이 필요해보임","http://www.animal.go.kr/files/shelter/2022/11/202211071711952_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711952.jpg","20221107","20221117","20221108",41
2105,442421202200265,"20221107","동해시 부곡동 무이사 근처","믹스견","흰","2019","30","보호중","M","N","상태양호","http://www.animal.go.kr/files/shelter/2022/11/202211071711576_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711576.jpg","20221107","20221117","20221108",80
2115,426335202200680,"20221106","삼성금정맨션 B동","슈나우져","흰회","2016","5.00","보호중","M","N","빨간색 옷 착용","http://www.animal.go.kr/files/shelter/2022/11/20221107111147_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107111147.jpg","20221107","20221117","20221108",90
2116,426331202200592,"20221106","우암파출소","포메라니안","흰","2019","2.6","보호중","M","N","예민함","http://www.animal.go.kr/files/shelter/2022/11/202211071011793_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071011793.jpg","20221107","20221117","20221108",90
2114,441560202201342,"20221106","소흘읍 송우로 168 인근","믹스견","검","2022","3.4","보호중","M","N","귀접힘. 코검정. 양앞발끝흰털. 얌전/사람잘따름. 꼬리단미안됨. 털상태양호.","http://www.animal.go.kr/files/shelter/2022/11/202211071311987[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311987[1].jpg","20221107","20221117","20221108",9
2117,441398202200382,"20221106","수택동 550 인근","푸들","갈","2019","5.7","보호중","M","Y","코 팥죽색. 얼굴부분 털 긺. 사람잘따름. 꼬리단미안됨. 털상태 양호.","http://www.animal.go.kr/files/shelter/2022/11/202211071111370_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111370.jpg","20221107","20221117","20221108",9
2119,441394202202387,"20221106","대자동623","믹스견","흰","2022","2.3","보호중","F","N","없음","http://www.animal.go.kr/files/shelter/2022/11/202211061611500_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211061611500.jpg","20221107","20221117","20221108",57
2118,441374202201291,"20221106","권선구 서호로 16","라브라도 리트리버","검","2014","28","종료(반환)","M","N","내장칩 있음","http://www.animal.go.kr/files/shelter/2022/11/202211071111210[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111210[1].jpg","20221107","20221117","20221108",39
2120,441374202201290,"20221106","팔달구 동말로25번길 46","골든 리트리버","흰","2020","29","보호중","M","N","교통사고 추정, 좌전지/후지 골절","http://www.animal.go.kr/files/shelter/2022/11/202211071111565_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111565.jpg","20221107","20221117","20221108",39
2121,428356202201655,"20221106","가좌동 118","푸들","갈","2021","4.7","보호중","M","N","방울 달린 초록색 목줄 착용. 겁 많음. 순함.","http://www.animal.go.kr/files/shelter/2022/11/202211061611932_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211061611932.jpg","20221107","20221117","20221108",14
2122,428352202200565,"20221106","연수구 선학파출소 ","푸들","갈","2019","4.7","보호중","M","N","회색하네스, 아랫니없음","http://www.animal.go.kr/files/shelter/2022/11/202211071311513_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311513.jpg","20221107","20221117","20221108",12
2123,411324202200683,"20221106","천호동 광진 어린이공원","말티즈","흰","2016","3","보호중","M","N","양쪽 슬개골 탈구 3기","http://www.animal.go.kr/files/shelter/2022/11/202211070911949_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911949.jpg","20221107","20221117","20221108",56
2124,411302202200693,"20221106","녹사평대로14길 13-15 주변","진도견","흰","2012","25","보호중","M","N","안전센터 신고미원처리로 이송됨. 상태양호,","http://www.animal.go.kr/files/shelter/2022/11/202211071311762_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311762.jpg","20221107","20221117","20221108",4
2125,429363202200746,"20221106","광산구 월곡동","믹스견","흰갈","2019","4.5","종료(반환)","F","U","22-1129 여명","http://www.animal.go.kr/files/shelter/2022/11/20221106151121_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221106151121.jpg","20221106","20221116","20221108",26
2126,429363202200745,"20221106","광산구 신창동","믹스견","갈검","2020","12","보호중","F","U","22-1128 디바","http://www.animal.go.kr/files/shelter/2022/11/202211061511922_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211061511922.jpg","20221106","20221116","20221108",26
2127,429362202201057,"20221106","북구 본촌동","믹스견","흰갈","2022","2","보호중","M","N","22-1127 두들","http://www.animal.go.kr/files/shelter/2022/11/202211061511363_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211061511363.jpg","20221106","20221116","20221108",26
2048,429359202200394,"20221107","동구 학동","라브라도 리트리버","흰","2022","4.5","종료(반환)","M","N","22-1130 뉴트","http://www.animal.go.kr/files/shelter/2022/11/202211071711220[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711220[1].jpg","20221107","20221117","20221108",26
2049,429361202200414,"20221107","남구 사동","푸들","갈","2017","4.9","종료(반환)","F","U","22-1131 크롱, 내장칩있음","http://www.animal.go.kr/files/shelter/2022/11/202211071311657_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311657.jpg","20221107","20221117","20221108",26
2050,429362202201058,"20221107","북구 건국동","믹스견","금","2019","13","보호중","F","N","22-1132 왕녀","http://www.animal.go.kr/files/shelter/2022/11/202211071411361_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071411361.jpg","20221107","20221117","20221108",26
2051,429362202201059,"20221107","북구 건국동","믹스견","흰","2022","2","보호중","M","N","22-1133 왕고","http://www.animal.go.kr/files/shelter/2022/11/20221107141122_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107141122.jpg","20221107","20221117","20221108",26
2052,429362202201060,"20221107","북구 건국동","믹스견","흰","2022","2","보호중","F","N","22-1134 왕춘","http://www.animal.go.kr/files/shelter/2022/11/202211071411422_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071411422.jpg","20221107","20221117","20221108",26
2053,429362202201061,"20221107","북구 건국동","믹스견","갈검","2022","2","보호중","F","N","22-1135 왕카","http://www.animal.go.kr/files/shelter/2022/11/202211071411925_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071411925.jpg","20221107","20221117","20221108",26
2054,429362202201062,"20221107","북구 건국동","믹스견","갈검","2022","2","보호중","F","N","22-1136 왕짜","http://www.animal.go.kr/files/shelter/2022/11/202211071411287_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071411287.jpg","20221107","20221117","20221108",26
2055,429362202201063,"20221107","북구 건국동","믹스견","흰","2022","2","보호중","F","N","22-1137 왕희","http://www.animal.go.kr/files/shelter/2022/11/202211071411799_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071411799.jpg","20221107","20221117","20221108",26
2056,429363202200749,"20221107","광산구 임곡동","믹스견","흰","2022","1","보호중","F","N","22-1138 베리","http://www.animal.go.kr/files/shelter/2022/11/202211071711824[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711824[1].jpg","20221107","20221117","20221108",26
2057,429363202200750,"20221107","광산구 임곡동","믹스견","흰","2022","1","보호중","M","N","22-1139 베트","http://www.animal.go.kr/files/shelter/2022/11/202211071711833[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711833[1].jpg","20221107","20221117","20221108",26
2058,429363202200751,"20221107","광산구 임곡동","믹스견","금","2022","1","보호중","F","N","22-1140 베베","http://www.animal.go.kr/files/shelter/2022/11/202211071811767_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071811767.jpg","20221107","20221117","20221108",26
2128,411322202200779,"20221106","청담동 49-24 케이하우스 인근","말티즈","흰","2016","2.8","종료(반환)","M","Y","눈곱. 눈물자국. 코검정. 발부분 탈모. 전신미용흔적/사람잘따름. 꼬리단미안됨. 털상태양호. 칩있음.","http://www.animal.go.kr/files/shelter/2022/11/202211071311334_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311334.jpg","20221107","20221117","20221108",9
2129,411311202200802,"20221106","갈현동 1-6 버거킹 박석고개SK점 인근","푸들","갈","2015","3.3","보호중","F","U","눈물자국 심함. 코갈색. 전신미용흔적. 사람잘따름. 꼬리단미안됨. 털상태 양호.","http://www.animal.go.kr/files/shelter/2022/11/202211071111161_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111161.jpg","20221107","20221117","20221108",9
2130,411307202200480,"20221106","화랑로 76 홈플러스 월곡점 주차장","믹스견","흰","2017","15","종료(반환)","M","N","파란바탕+노란줄무늬목걸이. 귀쫑긋. 코팥죽+검정. 얌전/사람잘따름/겁있는편. 꼬리단미안됨. 털상태양호.","http://www.animal.go.kr/files/shelter/2022/11/202211071311389_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311389.jpg","20221107","20221117","20221108",9
2131,411306202200716,"20221106","신내로17길 41 진로아파트 내","믹스견","흰갈","2021","16","종료(반환)","M","N","귀접힘. 코검정. 낑낑댐. 흰바탕몸에갈색점박이. 사람잘따름. 꼬리단미안됨. 털상태양호. 칩있음.","http://www.animal.go.kr/files/shelter/2022/11/202211071311862_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311862.jpg","20221107","20221128","20221108",9
2132,441401202201624,"20221106","은행119센터 근처","믹스견","흰","2017","13","보호중","M","N","성격 온순","http://www.animal.go.kr/files/shelter/2022/11/202211061711666_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211061711666.jpg","20221106","20221116","20221108",41
2133,441401202201623,"20221106","조남동 694","믹스견","금","2022","10","보호중","M","N","쓰러져서 발견, 교통사고 추정","http://www.animal.go.kr/files/shelter/2022/11/202211061611806_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211061611806.jpg","20221106","20221116","20221108",41
2134,441401202201622,"20221106","은계초교 앞","진도견","흰","2010","12","종료(반환)","M","N","파란색 옷 착용","http://www.animal.go.kr/files/shelter/2022/11/202211061511963_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211061511963.jpg","20221106","20221116","20221108",41
2136,441386202201194,"20221106","소사로 742번길 11","말티즈","흰","2012","3.4","종료(반환)","M","Y","치석많음,왼쪽가슴종양,내장칩있음(소유주연락중)","http://www.animal.go.kr/files/shelter/2022/11/202211061411454_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211061411454.jpg","20221106","20221116","20221108",69
2135,441404202201164,"20221106","미사동487-7","믹스견","흰","2022","1","보호중","F","N","박스에 버러진얘기들","http://www.animal.go.kr/files/shelter/2022/11/202211062211283_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211062211283.jpg","20221106","20221116","20221108",46
2137,441404202201163,"20221106","미사동487-7","믹스견","기타","2022","1","보호중","M","N","박스에 버러진얘기들","http://www.animal.go.kr/files/shelter/2022/11/202211062211282_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211062211282.jpg","20221106","20221116","20221108",46
2138,441404202201162,"20221106","미사동487-7","믹스견","흰","2022","1","보호중","M","N","박스에 버러진얘기들","http://www.animal.go.kr/files/shelter/2022/11/20221106221192_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221106221192.jpg","20221106","20221116","20221108",46
2139,441404202201161,"20221106","미사동487-7","믹스견","흰","2022","1","보호중","M","N","박스에 버러진얘기들","http://www.animal.go.kr/files/shelter/2022/11/202211062211133_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211062211133.jpg","20221106","20221116","20221108",46
2140,442425202200393,"20221105","남면 남노일로","말티즈","흰","2018","4.30","보호중","M","U","남면 남노일로에서 구조","http://www.animal.go.kr/files/shelter/2022/11/202211071311931_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311931.jpg","20221107","20221117","20221108",75
2083,426340202200532,"20221107","중앙공원","믹스견","갈검","2022","19","보호중","M","N","검정색 목줄, 갈색 목줄 착용","http://www.animal.go.kr/files/shelter/2022/11/202211071011891_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071011891.jpg","20221107","20221117","20221108",90
2086,441391202202906,"20221107","진위면 : 가곡길 33 ","믹스견","흰","2020","15","보호중","M","N","순해 보이고 사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/11/202211071311630_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311630.jpg","20221107","20221117","20221108",47
2087,441391202202907,"20221107","팽성읍 : 대사리 185-40 ","시베리안 허스키","흰검","2020","16","보호중","F","N","성격이 유순하며 사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/11/202211071311164_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311164.jpg","20221107","20221117","20221108",47
2088,441391202202918,"20221107","포승읍 : 포숭남로 14-1  ","믹스견","흰","2022","3.5","보호중","M","N","3개월 추정, 귀엽고 사랑스럽다, 얼른 데려가 주세요","http://www.animal.go.kr/files/shelter/2022/11/202211072011489_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072011489.jpg","20221107","20221117","20221108",47
2089,441391202202919,"20221107","진위면 : 진위산단로 53-3 ","믹스견","흰회","2020","6","보호중","F","N","순하고 사람을 잘 따름","http://www.animal.go.kr/files/shelter/2022/11/202211072011556_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072011556.jpg","20221107","20221117","20221108",47
2092,430365202200644,"20221107","대전광역시 중구 보문산로 131 번길 주변 ","믹스견","금","2021","3.00","보호중","M","U",".","http://www.animal.go.kr/files/shelter/2022/11/202211071711545_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711545.png","20221107","20221117","20221108",88
2093,430365202200645,"20221107","대전광역시 중구 문창로 54 번길 50 주변 ","포메라니안","흰","2020","4.00","보호중","M","U",".","http://www.animal.go.kr/files/shelter/2022/11/202211071811553_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071811553.png","20221107","20221117","20221108",88
2094,430368202200586,"20221107","대청로424번안길 34 주변","진도견","흰금","2019","12","보호중","M","U"," ","http://www.animal.go.kr/files/shelter/2022/11/202211070911105_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911105.jpg","20221107","20221117","20221108",88
2095,430366202200366,"20221107","가수원동 은아아파트 부근","믹스견","흰갈검","2019","7","보호중","F","U","없음","http://www.animal.go.kr/files/shelter/2022/11/202211080911830_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211080911830.png","20221108","20221118","20221108",88
2098,442420202200753,"20221107","율곡초교 후문","시베리안 허스키","흰검","2020","20.5","보호중","F","N","빨간색 목줄 착용, 온순함","http://www.animal.go.kr/files/shelter/2022/11/202211071311712[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071311712[1].jpg","20221107","20221117","20221108",83
2099,442423202200480,"20221107","노학동 옛고을순두부","말티즈","흰","2015","5.4","보호중","M","N","사람을잘따름","http://www.animal.go.kr/files/shelter/2022/11/202211071611112_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611112.jpg","20221107","20221117","20221108",82
2100,442429202200706,"20221107","여량면 송천길 2-25","믹스견","기타","2019","3~4","보호중","F","U","3~4세령","http://www.animal.go.kr/files/shelter/2022/11/202211071911156_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071911156.jpg","20221107","20221114","20221108",15
2101,441406202201332,"20221107","광탄면 영장리 202-16 인근","믹스견","갈검","2019","18.7","보호중","M","N","청색목줄착용. 경계심많음","http://www.animal.go.kr/files/shelter/2022/11/20221107181162_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107181162.jpg","20221107","20221117","20221108",49
2102,441406202201333,"20221107","혜음로 763-4 인근","믹스견","갈검","2020","21.3","보호중","M","N","소심함","http://www.animal.go.kr/files/shelter/2022/11/202211071811889_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071811889.jpg","20221107","20221117","20221108",49
2103,426329202201022,"20221107","부산진구 신천대로197번길 15","믹스견","갈","2020","10","보호중","M","U","갈색&들개","http://www.animal.go.kr/files/shelter/2022/11/202211070911468_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911468.jpg","20221107","20221117","20221108",92
2104,426329202201023,"20221107","부산진구 신천대로197번길 15","믹스견","흰갈","2020","15","보호중","F","U","갈흰&들개","http://www.animal.go.kr/files/shelter/2022/11/202211070911606_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911606.jpg","20221107","20221117","20221108",92
2106,442418202200941,"20221107","천전IC","믹스견","검","2019","13","보호중","F","U","검정색, 겁이많음,주황목줄","http://www.animal.go.kr/files/shelter/2022/11/20221107111163_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107111163.jpg","20221107","20221117","20221108",73
2107,442418202200942,"20221107","동내로 287-9","믹스견","갈","2020","10","보호중","M","U","갈색, 온순, 갈색가죽목줄","http://www.animal.go.kr/files/shelter/2022/11/202211071111614_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071111614.jpg","20221107","20221117","20221108",73
2108,442418202200943,"20221107","투탑씨티","말티즈","흰","2010","3","보호중","F","U","흰색, 온순, 체크무늬목줄","http://www.animal.go.kr/files/shelter/2022/11/20221107111171_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107111171.jpg","20221107","20221117","20221108",73
2109,427346202201238,"20221107","고모역근처","불 테리어","흰","2019","18","보호중","M","Y","-","http://www.animal.go.kr/files/shelter/2022/11/202211072111949_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072111949.jpg","20221107","20221117","20221108",5
2110,426329202201022,"20221107","부산진구 신천대로197번길 15","믹스견","갈","2020","10","보호중","M","U","갈색&들개","http://www.animal.go.kr/files/shelter/2022/11/202211070911468_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911468.jpg","20221107","20221117","20221108",91
2111,426329202201023,"20221107","부산진구 신천대로197번길 15","믹스견","흰갈","2020","15","보호중","F","U","갈흰&들개","http://www.animal.go.kr/files/shelter/2022/11/202211070911606_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911606.jpg","20221107","20221117","20221108",91
2112,441393202202127,"20221106","팔곡파출소에서 인수","믹스견","흰갈","2020","13","보호중","M","N","초록색목줄,순함,호박색눈,왼쪽뺨에 까만점","http://www.animal.go.kr/files/shelter/2022/11/202211070911857_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911857.jpg","20221107","20221117","20221108",40
